,0
2105,1.8
2106,1.7
2107,1.6
2108,2.0
2109,2.5
2110,2.9
2111,3.2
2112,3.5
2113,3.6999998
2114,3.9
2115,4.0
2116,4.2
2117,4.4
2118,4.5
2119,4.9
2120,4.8
2121,4.4
2122,3.9
2123,3.6
2124,3.3
2125,3.1
2126,2.9
2127,2.7
2128,2.8
2129,3.3
2130,3.4
2131,3.9
2132,4.4
2133,4.9
2134,5.4
2135,5.4
2136,5.5
2137,5.5
2138,5.0
2139,4.6
2140,4.2
2141,3.9
2142,3.6
2143,3.3
2144,3.1
2145,2.9
2146,2.7
2147,2.8
2148,2.3
2149,2.1
2150,2.3
2151,2.1
2152,1.8
2153,1.6
2154,1.5
2155,1.3
2156,1.2
2157,1.7
2158,2.3
2159,2.9
2160,3.2
2161,3.5
2162,3.9
2163,4.1
2164,4.2
2165,4.4
2166,4.4
2167,4.1
2168,3.7999997
2169,3.2
2170,3.1
2171,2.9
2172,2.7
2173,2.4
2174,2.7
2175,2.6
2176,2.5
2177,2.3
2178,2.1
2179,2.1
2180,2.0
2181,1.8
2182,1.7
2183,1.5
2184,1.4
2185,1.3
2186,1.2
2187,1.0
2188,1.8
2189,2.3
2190,2.7
2191,3.0
2192,3.3
2193,3.6
2194,3.9
2195,3.9
2196,4.2
2197,4.3
2198,4.5
2199,4.7
2200,4.8
2201,4.2
2202,3.9
2203,3.5
2204,3.2
2205,3.0
2206,2.7
2207,2.5
2208,2.7
2209,3.3
2210,3.6999998
2211,3.9
2212,4.1
2213,4.3
2214,4.5
2215,4.6
2216,4.0
2217,3.6999998
2218,3.3
2219,3.0
2220,2.8
2221,2.6
2222,2.4
2223,2.3
2224,2.1
2225,2.0
2226,1.8
2227,1.7
2228,1.7
2229,2.3
2230,2.8
2231,3.1
2232,3.4
2233,3.6
2234,3.9
2235,3.9
2236,4.1
2237,4.3
2238,4.4
2239,4.6
2240,4.7
2241,4.8
2242,4.4
2243,3.9
2244,3.6
2245,3.3
2246,3.0
2247,2.8
2248,2.5
2249,2.3
2250,2.2
2251,2.0
2252,1.8999999
2253,1.8
2254,1.6
2255,1.8999999
2256,2.4
2257,2.8
2258,3.2
2259,3.4
2260,3.6
2261,3.9
2262,3.9
2263,4.1
