2018/9/12 0:01	2018/9/12 0:02	11.8	8.92	30	17
2018/9/12 0:03	2018/9/12 0:04	11.74	8.76	30	16
2018/9/12 0:05	2018/9/12 0:06	11.83	8.9	30	19
2018/9/12 0:07	2018/9/12 0:08	11.9	8.88	30	26
2018/9/12 0:09	2018/9/12 0:10	11.9	8.78	30	32
2018/9/12 0:11	2018/9/12 0:12	11.99	8.86	30	38
2018/9/12 0:13	2018/9/12 0:14	12.02	8.86	30	2
2018/9/12 0:15	2018/9/12 0:16	11.99	8.83	30	2
2018/9/12 0:17	2018/9/12 0:18	12.01	8.97	30	2
2018/9/12 0:19	2018/9/12 0:20	11.97	8.8	30	2
2018/9/12 0:21	2018/9/12 0:22	11.96	8.81	30	2
2018/9/12 0:23	2018/9/12 0:24	12.06	8.83	30	2
2018/9/12 0:25	2018/9/12 0:26	12.31	8.98	30	2
2018/9/12 0:27	2018/9/12 0:28	12.05	8.95	30	3
2018/9/12 0:29	2018/9/12 0:30	12.06	8.95	30	3
2018/9/12 0:31	2018/9/12 0:32	12.9	8.95	30	2
2018/9/12 0:33	2018/9/12 0:34	13.29	9.05	30	2
2018/9/12 0:35	2018/9/12 0:36	13.6	9.14	30	2
2018/9/12 0:37	2018/9/12 0:38	13.6	9.05	30	2
2018/9/12 0:39	2018/9/12 0:40	13.7	8.95	30	2
2018/9/12 0:41	2018/9/12 0:42	13.7	9.14	30	2
2018/9/12 0:43	2018/9/12 0:44	13.78	9.14	30	2
2018/9/12 0:45	2018/9/12 0:46	13.71	8.97	30	2
2018/9/12 0:47	2018/9/12 0:48	13.66	8.98	30	2
2018/9/12 0:49	2018/9/12 0:50	13.81	8.95	30	2
2018/9/12 0:51	2018/9/12 0:52	13.75	8.95	30	2
2018/9/12 0:53	2018/9/12 0:54	13.41	8.97	30	2
2018/9/12 0:55	2018/9/12 0:56	13.43	8.95	30	2
2018/9/12 0:57	2018/9/12 0:58	13.54	9.12	30	2
2018/9/12 0:59	2018/9/12 1:00	13.43	9.12	30	2
2018/9/12 1:01	2018/9/12 1:02	13.45	9	30	2
2018/9/12 1:03	2018/9/12 1:04	13.44	9.12	30	2
2018/9/12 1:05	2018/9/12 1:06	13.5	8.92	30	2
2018/9/12 1:07	2018/9/12 1:08	13.46	8.93	30	2
2018/9/12 1:09	2018/9/12 1:10	13.61	9	30	2
2018/9/12 1:11	2018/9/12 1:12	13.47	9.02	30	2
2018/9/12 1:13	2018/9/12 1:14	13.41	8.92	30	2
2018/9/12 1:15	2018/9/12 1:16	13.38	8.93	30	2
2018/9/12 1:17	2018/9/12 1:18	13.18	9.09	30	2
2018/9/12 1:19	2018/9/12 1:20	13.03	8.93	30	2
2018/9/12 1:21	2018/9/12 1:22	13.14	8.92	30	2
2018/9/12 1:23	2018/9/12 1:24	13.07	9.1	30	2
2018/9/12 1:25	2018/9/12 1:26	13.24	9.12	30	2
2018/9/12 1:27	2018/9/12 1:28	13.45	8.92	30	2
2018/9/12 1:29	2018/9/12 1:30	13.49	9.05	30	2
2018/9/12 1:31	2018/9/12 1:32	13.25	9.1	30	2
2018/9/12 1:33	2018/9/12 1:34	13.54	9.02	30	2
2018/9/12 1:35	2018/9/12 1:36	13.4	8.95	30	2
2018/9/12 1:37	2018/9/12 1:38	13.37	9.12	30	2
2018/9/12 1:39	2018/9/12 1:40	13.3	8.92	30	2
2018/9/12 1:41	2018/9/12 1:42	13.26	8.98	30	2
2018/9/12 1:43	2018/9/12 1:44	13.29	9.09	30	2
2018/9/12 1:45	2018/9/12 1:46	13.27	9.1	30	2
2018/9/12 1:47	2018/9/12 1:48	13.26	9.1	30	2
2018/9/12 1:49	2018/9/12 1:50	13.19	9.09	30	2
2018/9/12 1:51	2018/9/12 1:52	13.11	9	30	2
2018/9/12 1:53	2018/9/12 1:54	13.07	9.05	30	2
2018/9/12 1:55	2018/9/12 1:56	12.92	8.92	30	2
2018/9/12 1:57	2018/9/12 1:58	12.78	9.07	30	2
2018/9/12 1:59	2018/9/12 2:00	13.14	9.05	30	2
2018/9/12 2:01	2018/9/12 2:02	13.23	9.02	30	2
2018/9/12 2:03	2018/9/12 2:04	13.22	8.92	30	2
2018/9/12 2:05	2018/9/12 2:06	13.23	8.97	30	2
2018/9/12 2:07	2018/9/12 2:08	13.21	8.93	30	2
2018/9/12 2:09	2018/9/12 2:10	13.18	8.92	30	2
2018/9/12 2:11	2018/9/12 2:12	13.05	9.09	30	2
2018/9/12 2:13	2018/9/12 2:14	13.14	9.04	30	2
2018/9/12 2:15	2018/9/12 2:16	13.1	9.05	30	2
2018/9/12 2:17	2018/9/12 2:18	13.09	8.92	30	2
2018/9/12 2:19	2018/9/12 2:20	13.05	8.9	30	2
2018/9/12 2:21	2018/9/12 2:22	12.98	9.1	30	2
2018/9/12 2:23	2018/9/12 2:24	12.87	9.09	30	2
2018/9/12 2:25	2018/9/12 2:26	12.81	9.07	30	2
2018/9/12 2:27	2018/9/12 2:28	12.86	8.92	30	2
2018/9/12 2:29	2018/9/12 2:30	12.79	9.09	30	2
2018/9/12 2:31	2018/9/12 2:32	12.78	9.09	30	2
2018/9/12 2:33	2018/9/12 2:34	12.9	9.09	30	2
2018/9/12 2:35	2018/9/12 2:36	12.99	8.98	30	2
2018/9/12 2:37	2018/9/12 2:38	12.88	9.05	30	2
2018/9/12 2:39	2018/9/12 2:40	12.8	8.88	30	2
2018/9/12 2:41	2018/9/12 2:42	12.8	9.09	30	2
2018/9/12 2:43	2018/9/12 2:44	12.7	8.98	30	2
2018/9/12 2:45	2018/9/12 2:46	12.69	8.92	30	2
2018/9/12 2:47	2018/9/12 2:48	12.63	9.07	30	2
2018/9/12 2:49	2018/9/12 2:50	12.59	8.88	30	2
2018/9/12 2:51	2018/9/12 2:52	12.69	8.86	30	2
2018/9/12 2:53	2018/9/12 2:54	12.55	8.98	30	2
2018/9/12 2:55	2018/9/12 2:56	12.57	9.09	30	2
