timestamp,temperature
2018-05-16 13:47:03,4.7
2018-05-16 13:50:03,4.8
2018-05-16 13:53:03,4.8
2018-05-16 13:56:03,5.1
2018-05-16 13:59:03,5.5
2018-05-16 14:02:03,5.6
2018-05-16 14:05:03,5.2
2018-05-16 14:08:03,4.6
2018-05-16 14:11:03,4.2
2018-05-16 14:14:03,3.9
2018-05-16 14:17:03,3.6
2018-05-16 14:20:03,3.3
2018-05-16 14:23:03,3.0
2018-05-16 14:26:03,2.8
2018-05-16 14:29:03,2.6
2018-05-16 14:32:03,2.4
2018-05-16 14:35:03,2.2
2018-05-16 14:38:03,2.3
2018-05-16 14:41:03,2.4
2018-05-16 14:44:03,2.1
2018-05-16 14:47:03,1.9
2018-05-16 14:50:03,1.6
2018-05-16 14:53:03,1.7
2018-05-16 14:56:03,1.4
2018-05-16 14:59:03,1.2
2018-05-16 15:02:03,1.0
2018-05-16 15:05:03,1.3
2018-05-16 15:08:03,1.4
2018-05-16 15:11:03,1.1
2018-05-16 15:14:03,1.0
2018-05-16 15:20:03,2.3
2018-05-16 15:23:03,3.9
2018-05-16 15:26:03,3.9
2018-05-16 15:29:03,3.4
2018-05-16 15:32:03,3.0
2018-05-16 15:35:03,2.7
2018-05-16 15:38:03,2.4
2018-05-16 15:41:03,2.1
2018-05-16 15:44:03,1.9
2018-05-16 15:47:03,1.7
2018-05-16 15:50:03,2.2
2018-05-16 15:53:03,1.8
2018-05-16 15:59:03,1.3
2018-05-16 16:02:03,1.1
2018-05-16 16:05:03,1.1
2018-05-16 16:08:03,1.8
2018-05-16 16:11:03,2.3
2018-05-16 16:14:03,3.5
2018-05-16 16:17:03,3.7
2018-05-16 16:20:03,3.9
2018-05-16 16:23:03,4.5
2018-05-16 16:26:03,4.2
2018-05-16 16:29:03,4.2
2018-05-16 16:32:03,4.2
2018-05-16 16:35:03,4.0
2018-05-16 16:38:03,3.9
2018-05-16 16:41:03,3.7
2018-05-16 16:44:03,3.5
2018-05-16 16:47:03,3.4
2018-05-16 16:50:03,4.2
2018-05-16 16:53:03,4.9
2018-05-16 16:56:03,4.5
2018-05-16 16:59:03,4.0
2018-05-16 17:02:03,3.7
2018-05-16 17:08:03,3.2
2018-05-16 17:11:03,3.0
2018-05-16 17:14:03,2.8
2018-05-16 17:17:03,2.6
2018-05-16 17:20:03,2.5
2018-05-16 17:23:03,2.3
2018-05-16 17:26:03,2.2
2018-05-16 17:29:03,2.1
2018-05-16 17:32:03,2.0
2018-05-16 17:38:03,1.7
2018-05-16 17:41:03,1.6
2018-05-16 17:44:03,1.8
2018-05-16 17:47:03,2.4
2018-05-16 17:50:03,2.8
2018-05-16 17:53:03,3.1
2018-05-16 17:56:03,3.5
2018-05-16 17:59:03,3.9
2018-05-16 18:02:03,4.1
2018-05-16 18:05:03,4.3
2018-05-16 18:08:03,3.8
2018-05-16 18:11:03,3.3
2018-05-16 18:14:03,3.0
2018-05-16 18:17:03,2.7
2018-05-16 18:20:03,2.6
2018-05-16 18:23:03,2.4
