id,eui,timestamp,data,humidity,batt,temperature
53937,3430363071377D14,2018/5/17 05:17:03,00cf002d5f,95,94,4.5
53950,3430363071377D14,2018/5/17 05:20:03,00cf002e5f,95,94,4.6
53963,3430363071377D14,2018/5/17 05:23:03,00cf002f5f,95,94,4.7
53976,3430363071377D14,2018/5/17 05:26:03,00cf00305f,95,94,4.8
53989,3430363071377D14,2018/5/17 05:29:03,00cf00315f,95,94,4.9
54003,3430363071377D14,2018/5/17 05:32:03,00cf00315f,95,94,4.9
54015,3430363071377D14,2018/5/17 05:35:03,00cf00305e,94,94,4.8
54027,3430363071377D14,2018/5/17 05:38:03,00d000295a,90,96,4.1
54040,3430363071377D14,2018/5/17 05:41:03,00cf002454,84,94,3.6
54052,3430363071377D14,2018/5/17 05:44:03,00cf00204f,79,94,3.2
54066,3430363071377D14,2018/5/17 05:47:03,00cf001f4f,79,94,3.1
54079,3430363071377D14,2018/5/17 05:50:03,00cf002555,85,94,3.7
54092,3430363071377D14,2018/5/17 05:53:03,00cf002758,88,94,3.9
54105,3430363071377D14,2018/5/17 05:56:03,00cf002a5a,90,94,4.2
54118,3430363071377D14,2018/5/17 05:59:03,00cf002c5c,92,94,4.4
54131,3430363071377D14,2018/5/17 06:02:03,00cf002e5d,93,94,4.6
54144,3430363071377D14,2018/5/17 06:05:03,00cf002f5d,93,94,4.7
54157,3430363071377D14,2018/5/17 06:08:03,00cf00305e,94,94,4.8
54170,3430363071377D14,2018/5/17 06:11:03,00cf002959,89,94,4.1
54186,3430363071377D14,2018/5/17 06:14:03,00cf002554,84,94,3.7
54195,3430363071377D14,2018/5/17 06:17:03,00d000204f,79,96,3.2
54209,3430363071377D14,2018/5/17 06:20:03,00cf001d4b,75,94,2.9
54222,3430363071377D14,2018/5/17 06:23:03,00d0001a48,72,96,2.6
54246,3430363071377D14,2018/5/17 06:29:03,00cf001646,70,94,2.2
54259,3430363071377D14,2018/5/17 06:32:03,00cf001445,69,94,2
54272,3430363071377D14,2018/5/17 06:35:03,00cf001244,68,94,1.8
54285,3430363071377D14,2018/5/17 06:38:03,00cf001044,68,94,1.6
54298,3430363071377D14,2018/5/17 06:41:03,00cf000f44,68,94,1.5
54311,3430363071377D14,2018/5/17 06:44:03,00cf000d43,67,94,1.3
54336,3430363071377D14,2018/5/17 06:50:03,00cf000d47,71,94,1.3
54347,3430363071377D14,2018/5/17 06:53:03,00cf00134e,78,94,1.9
54372,3430363071377D14,2018/5/17 06:59:03,00cf001b57,87,94,2.7
54382,3430363071377D14,2018/5/17 07:02:03,00cf001e59,89,94,3
54394,3430363071377D14,2018/5/17 07:05:03,00cf00205b,91,94,3.2
54408,3430363071377D14,2018/5/17 07:08:03,00cf00225c,92,94,3.4
54423,3430363071377D14,2018/5/17 07:11:03,00cf00245d,93,94,3.6
54434,3430363071377D14,2018/5/17 07:14:03,00cf00265d,93,94,3.8
54447,3430363071377D14,2018/5/17 07:17:03,00cf00275e,94,94,3.9
54460,3430363071377D14,2018/5/17 07:20:03,00cf00285e,94,94,4
54472,3430363071377D14,2018/5/17 07:23:03,00cf00295e,94,94,4.1
54485,3430363071377D14,2018/5/17 07:26:03,00cf002b5f,95,94,4.3
54498,3430363071377D14,2018/5/17 07:29:03,00cf002c5f,95,94,4.4
54510,3430363071377D14,2018/5/17 07:32:03,00cf002d5f,95,94,4.5
54523,3430363071377D14,2018/5/17 07:35:03,00cf002e5f,95,94,4.6
54537,3430363071377D14,2018/5/17 07:38:03,00cf002f5f,95,94,4.7
54549,3430363071377D14,2018/5/17 07:41:03,00cf00305f,95,94,4.8
54562,3430363071377D14,2018/5/17 07:44:03,00cf00315f,95,94,4.9
54575,3430363071377D14,2018/5/17 07:47:03,00cf00325f,95,94,5
54588,3430363071377D14,2018/5/17 07:50:03,00cf002e5d,93,94,4.6
54601,3430363071377D14,2018/5/17 07:53:03,00cf002759,89,94,3.9
54614,3430363071377D14,2018/5/17 07:56:03,00cf002354,84,94,3.5
54626,3430363071377D14,2018/5/17 07:59:03,00d000204f,79,96,3.2
54638,3430363071377D14,2018/5/17 08:02:03,00cf001e4f,79,94,3
54652,3430363071377D14,2018/5/17 08:05:03,00cf001d52,82,94,2.9
54665,3430363071377D14,2018/5/17 08:08:03,00cf001e56,86,94,3
54678,3430363071377D14,2018/5/17 08:11:03,00cf001a52,82,94,2.6
54691,3430363071377D14,2018/5/17 08:14:03,00cf00184e,78,94,2.4
54706,3430363071377D14,2018/5/17 08:17:03,00cf00164c,76,94,2.2
54717,3430363071377D14,2018/5/17 08:20:03,00cf00144a,74,94,2
54730,3430363071377D14,2018/5/17 08:23:03,00cf001249,73,94,1.8
54744,3430363071377D14,2018/5/17 08:26:03,00cf001048,72,94,1.6
54756,3430363071377D14,2018/5/17 08:29:03,00cf000f48,72,94,1.5
54769,3430363071377D14,2018/5/17 08:32:03,00cf000d47,71,94,1.3
54782,3430363071377D14,2018/5/17 08:35:03,00cf000c47,71,94,1.2
54804,3430363071377D14,2018/5/17 08:41:03,00cf001553,83,94,2.1
54818,3430363071377D14,2018/5/17 08:44:03,00cf001956,86,94,2.5
54831,3430363071377D14,2018/5/17 08:47:03,00cf001c59,89,94,2.8
