������,Ӧ�ռ�¼,�յ���¼,ʱ��,ĩ��¼,�׼�¼
2018/12/2 Сʱ: 6,2018-12-02 06:03:00,2018-12-02 06:53:00,9.0,26.0,0.6538461538461539
2018/12/2 Сʱ: 7,2018-12-02 07:00:00,2018-12-02 07:53:00,10.0,28.0,0.6428571428571428
2018/12/2 Сʱ: 8,2018-12-02 08:00:00,2018-12-02 08:59:00,11.0,31.0,0.6451612903225806
2018/12/2 Сʱ: 9,2018-12-02 09:06:00,2018-12-02 09:55:00,9.0,26.0,0.6538461538461539
2018/12/2 Сʱ: 10,2018-12-02 10:02:00,2018-12-02 10:57:00,10.0,29.0,0.6551724137931034
2018/12/2 Сʱ: 11,2018-12-02 11:02:00,2018-12-02 11:56:00,10.0,28.0,0.6428571428571428
2018/12/2 Сʱ: 12,2018-12-02 12:02:00,2018-12-02 12:58:00,10.0,29.0,0.6551724137931034
2018/12/2 Сʱ: 13,2018-12-02 13:04:00,2018-12-02 13:56:00,10.0,27.0,0.6296296296296297
2018/12/2 Сʱ: 14,2018-12-02 14:02:00,2018-12-02 14:53:00,9.0,27.0,0.6666666666666667
2018/12/2 Сʱ: 15,2018-12-02 15:00:00,2018-12-02 15:54:00,10.0,28.0,0.6428571428571428
2018/12/2 Сʱ: 16,2018-12-02 16:01:00,2018-12-02 16:55:00,10.0,28.0,0.6428571428571428
2018/12/2 Сʱ: 17,2018-12-02 17:01:00,2018-12-02 17:55:00,10.0,28.0,0.6428571428571428
2018/12/2 Сʱ: 18,2018-12-02 18:01:00,2018-12-02 18:58:00,10.0,30.0,0.6666666666666667
2018/12/2 Сʱ: 19,2018-12-02 19:03:00,2018-12-02 19:56:00,10.0,28.0,0.6428571428571428
2018/12/2 Сʱ: 20,2018-12-02 20:03:00,2018-12-02 20:57:00,10.0,28.0,0.6428571428571428
2018/12/2 Сʱ: 21,2018-12-02 21:04:00,2018-12-02 21:55:00,9.0,27.0,0.6666666666666667
2018/12/2 Сʱ: 22,2018-12-02 22:02:00,2018-12-02 22:56:00,10.0,28.0,0.6428571428571428
2018/12/2 Сʱ: 23,2018-12-02 23:03:00,2018-12-02 23:59:00,11.0,29.0,0.6206896551724138
2018/12/3 Сʱ: 0,2018-12-03 00:06:00,2018-12-03 00:59:00,10.0,28.0,0.6428571428571428
2018/12/3 Сʱ: 1,2018-12-03 01:06:00,2018-12-03 01:57:00,10.0,27.0,0.6296296296296297
2018/12/3 Сʱ: 2,2018-12-03 02:03:00,2018-12-03 02:59:00,10.0,29.0,0.6551724137931034
2018/12/3 Сʱ: 3,2018-12-03 03:05:00,2018-12-03 03:56:00,9.0,27.0,0.6666666666666667
2018/12/3 Сʱ: 4,2018-12-03 04:01:00,2018-12-03 04:59:00,11.0,30.0,0.6333333333333333
2018/12/3 Сʱ: 5,2018-12-03 05:06:00,2018-12-03 05:54:00,9.0,25.0,0.64
2018/12/3 Сʱ: 6,2018-12-03 06:00:00,2018-12-03 06:56:00,10.0,29.0,0.6551724137931034
2018/12/3 Сʱ: 7,2018-12-03 07:02:00,2018-12-03 07:55:00,10.0,28.0,0.6428571428571428
2018/12/3 Сʱ: 8,2018-12-03 08:01:00,2018-12-03 08:54:00,10.0,28.0,0.6428571428571428
2018/12/3 Сʱ: 9,2018-12-03 09:00:00,2018-12-03 09:59:00,11.0,31.0,0.6451612903225806
2018/12/3 Сʱ: 10,2018-12-03 10:05:00,2018-12-03 10:57:00,10.0,27.0,0.6296296296296297
2018/12/3 Сʱ: 11,2018-12-03 11:02:00,2018-12-03 11:59:00,10.0,30.0,0.6666666666666667
2018/12/3 Сʱ: 12,2018-12-03 12:06:00,2018-12-03 12:54:00,9.0,25.0,0.64
2018/12/3 Сʱ: 13,2018-12-03 13:01:00,2018-12-03 13:53:00,10.0,27.0,0.6296296296296297
2018/12/3 Сʱ: 14,2018-12-03 14:00:00,2018-12-03 14:57:00,11.0,30.0,0.6333333333333333
2018/12/3 Сʱ: 15,2018-12-03 15:04:00,2018-12-03 15:58:00,10.0,28.0,0.6428571428571428
2018/12/3 Сʱ: 16,2018-12-03 16:03:00,2018-12-03 16:59:00,10.0,29.0,0.6551724137931034
2018/12/3 Сʱ: 17,2018-12-03 17:04:00,2018-12-03 17:57:00,10.0,28.0,0.6428571428571428
2018/12/3 Сʱ: 18,2018-12-03 18:04:00,2018-12-03 18:57:00,10.0,28.0,0.6428571428571428
2018/12/3 Сʱ: 19,2018-12-03 19:03:00,2018-12-03 19:56:00,10.0,28.0,0.6428571428571428
2018/12/3 Сʱ: 20,2018-12-03 20:02:00,2018-12-03 20:55:00,10.0,28.0,0.6428571428571428
2018/12/3 Сʱ: 21,2018-12-03 21:01:00,2018-12-03 21:55:00,10.0,28.0,0.6428571428571428
2018/12/3 Сʱ: 22,2018-12-03 22:00:00,2018-12-03 22:59:00,11.0,31.0,0.6451612903225806
2018/12/3 Сʱ: 23,2018-12-03 23:04:00,2018-12-03 23:59:00,10.0,29.0,0.6551724137931034
2018/12/4 Сʱ: 0,2018-12-04 00:05:00,2018-12-04 00:55:00,9.0,26.0,0.6538461538461539
2018/12/4 Сʱ: 1,2018-12-04 01:00:00,2018-12-04 01:55:00,10.0,29.0,0.6551724137931034
2018/12/4 Сʱ: 2,2018-12-04 02:01:00,2018-12-04 02:58:00,11.0,30.0,0.6333333333333333
2018/12/4 Сʱ: 3,2018-12-04 03:05:00,2018-12-04 03:56:00,10.0,27.0,0.6296296296296297
2018/12/4 Сʱ: 4,2018-12-04 04:02:00,2018-12-04 04:59:00,11.0,30.0,0.6333333333333333
2018/12/4 Сʱ: 5,2018-12-04 05:05:00,2018-12-04 05:54:00,9.0,26.0,0.6538461538461539
2018/12/4 Сʱ: 6,2018-12-04 06:00:00,2018-12-04 06:58:00,11.0,30.0,0.6333333333333333
2018/12/4 Сʱ: 7,2018-12-04 07:10:00,2018-12-04 07:56:00,9.0,24.0,0.625
2018/12/4 Сʱ: 8,2018-12-04 08:02:00,2018-12-04 08:57:00,10.0,29.0,0.6551724137931034
2018/12/4 Сʱ: 9,2018-12-04 09:04:00,2018-12-04 09:59:00,10.0,29.0,0.6551724137931034
2018/12/4 Сʱ: 10,2018-12-04 10:04:00,2018-12-04 10:57:00,10.0,28.0,0.6428571428571428
2018/12/4 Сʱ: 11,2018-12-04 11:02:00,2018-12-04 11:57:00,10.0,29.0,0.6551724137931034
2018/12/4 Сʱ: 12,2018-12-04 12:03:00,2018-12-04 12:56:00,10.0,28.0,0.6428571428571428
2018/12/4 Сʱ: 13,2018-12-04 13:02:00,2018-12-04 13:58:00,10.0,29.0,0.6551724137931034
2018/12/4 Сʱ: 14,2018-12-04 14:05:00,2018-12-04 14:59:00,10.0,28.0,0.6428571428571428
2018/12/4 Сʱ: 15,2018-12-04 15:06:00,2018-12-04 15:59:00,10.0,28.0,0.6428571428571428
2018/12/4 Сʱ: 16,2018-12-04 16:05:00,2018-12-04 16:58:00,10.0,28.0,0.6428571428571428
2018/12/4 Сʱ: 17,2018-12-04 17:05:00,2018-12-04 17:59:00,10.0,28.0,0.6428571428571428
2018/12/4 Сʱ: 18,2018-12-04 18:05:00,2018-12-04 18:57:00,10.0,27.0,0.6296296296296297
2018/12/4 Сʱ: 19,2018-12-04 19:03:00,2018-12-04 19:58:00,10.0,29.0,0.6551724137931034
2018/12/4 Сʱ: 20,2018-12-04 20:03:00,2018-12-04 20:55:00,10.0,27.0,0.6296296296296297
2018/12/4 Сʱ: 21,2018-12-04 21:00:00,2018-12-04 21:55:00,10.0,29.0,0.6551724137931034
2018/12/4 Сʱ: 22,2018-12-04 22:02:00,2018-12-04 22:55:00,10.0,28.0,0.6428571428571428
2018/12/4 Сʱ: 23,2018-12-04 23:02:00,2018-12-04 23:57:00,10.0,29.0,0.6551724137931034
2018/12/5 Сʱ: 0,2018-12-05 00:04:00,2018-12-05 00:54:00,9.0,26.0,0.6538461538461539
2018/12/5 Сʱ: 1,2018-12-05 01:00:00,2018-12-05 01:58:00,11.0,30.0,0.6333333333333333
2018/12/5 Сʱ: 2,2018-12-05 02:04:00,2018-12-05 02:58:00,9.0,28.0,0.6785714285714286
2018/12/5 Сʱ: 3,2018-12-05 03:04:00,2018-12-05 03:54:00,9.0,26.0,0.6538461538461539
2018/12/5 Сʱ: 4,2018-12-05 04:00:00,2018-12-05 04:59:00,11.0,31.0,0.6451612903225806
2018/12/5 Сʱ: 5,2018-12-05 05:05:00,2018-12-05 05:54:00,9.0,26.0,0.6538461538461539
2018/12/5 Сʱ: 6,2018-12-05 06:00:00,2018-12-05 06:59:00,11.0,31.0,0.6451612903225806
2018/12/5 Сʱ: 7,2018-12-05 07:05:00,2018-12-05 07:55:00,9.0,26.0,0.6538461538461539
2018/12/5 Сʱ: 8,2018-12-05 08:01:00,2018-12-05 08:54:00,10.0,28.0,0.6428571428571428
2018/12/5 Сʱ: 9,2018-12-05 09:00:00,2018-12-05 09:58:00,11.0,30.0,0.6333333333333333
2018/12/5 Сʱ: 10,2018-12-05 10:05:00,2018-12-05 10:59:00,10.0,28.0,0.6428571428571428
2018/12/5 Сʱ: 11,2018-12-05 11:04:00,2018-12-05 11:58:00,10.0,28.0,0.6428571428571428
2018/12/5 Сʱ: 12,2018-12-05 12:04:00,2018-12-05 12:56:00,10.0,27.0,0.6296296296296297
2018/12/5 Сʱ: 13,2018-12-05 13:03:00,2018-12-05 13:54:00,10.0,27.0,0.6296296296296297
2018/12/5 Сʱ: 14,2018-12-05 14:00:00,2018-12-05 14:59:00,11.0,31.0,0.6451612903225806
2018/12/5 Сʱ: 15,2018-12-05 15:04:00,2018-12-05 15:58:00,10.0,28.0,0.6428571428571428
2018/12/5 Сʱ: 16,2018-12-05 16:04:00,2018-12-05 16:58:00,10.0,28.0,0.6428571428571428
2018/12/5 Сʱ: 17,2018-12-05 17:04:00,2018-12-05 17:58:00,10.0,28.0,0.6428571428571428
2018/12/5 Сʱ: 18,2018-12-05 18:04:00,2018-12-05 18:57:00,10.0,28.0,0.6428571428571428
2018/12/5 Сʱ: 19,2018-12-05 19:03:00,2018-12-05 19:54:00,9.0,27.0,0.6666666666666667
2018/12/5 Сʱ: 20,2018-12-05 20:01:00,2018-12-05 20:55:00,10.0,28.0,0.6428571428571428
2018/12/5 Сʱ: 21,2018-12-05 21:02:00,2018-12-05 21:55:00,10.0,28.0,0.6428571428571428
2018/12/5 Сʱ: 22,2018-12-05 22:01:00,2018-12-05 22:59:00,10.0,30.0,0.6666666666666667
2018/12/5 Сʱ: 23,2018-12-05 23:06:00,2018-12-05 23:53:00,9.0,25.0,0.64
