time,,,,,
2018/11/29 0:01,,,,,
2018/11/29 0:08,,,,,
2018/11/29 0:15,,,,,
2018/11/29 0:21,,,,,
2018/11/29 0:27,,,,,
2018/11/29 0:32,,,,,
2018/11/29 0:37,,,,,
2018/11/29 0:42,,,,,
2018/11/29 0:47,,,,,
2018/11/29 0:53,,,,,
2018/11/29 0:58,,,,,
2018/11/29 1:05,,,,,
2018/11/29 1:11,,,,,
2018/11/29 1:17,,,,,
2018/11/29 1:24,,,,,
2018/11/29 1:30,,,,,
2018/11/29 1:36,,,,,
2018/11/29 1:41,,,,,
2018/11/29 1:47,,,,,
2018/11/29 1:53,,,,,
2018/11/29 1:59,,,,,
2018/11/29 2:04,,,,,
2018/11/29 2:10,,,,,
2018/11/29 2:16,,,,,
2018/11/29 2:23,,,,,
2018/11/29 2:30,,,,,
2018/11/29 2:35,,,,,
2018/11/29 2:40,,,,,
2018/11/29 2:46,,,,,
2018/11/29 2:52,,,,,
2018/11/29 2:58,,,,,
2018/11/29 3:04,,,,,
2018/11/29 3:11,,,,,
2018/11/29 3:17,,,,,
2018/11/29 3:24,,,,,
2018/11/29 3:31,,,,,
2018/11/29 3:36,,,,,
2018/11/29 3:43,,,,,
2018/11/29 3:49,,,,,
2018/11/29 3:55,,,,,
2018/11/29 4:01,,,,,
2018/11/29 4:06,,,,,
2018/11/29 4:12,,,,,
2018/11/29 4:19,,,,,
2018/11/29 4:25,,,,,
2018/11/29 4:31,,,,,
2018/11/29 4:38,,,,,
2018/11/29 4:44,,,,,
2018/11/29 4:49,,,,,
2018/11/29 4:54,,,,,
2018/11/29 5:00,,,,,
2018/11/29 5:06,,,,,
2018/11/29 5:12,,,,,
2018/11/29 5:18,,,,,
2018/11/29 5:23,,,,,
2018/11/29 5:30,,,,,
2018/11/29 5:36,,,,,
2018/11/29 5:42,,,,,
2018/11/29 5:49,,,,,
2018/11/29 5:54,,,,,
2018/11/29 6:00,,,,,
2018/11/29 6:06,,,,,
2018/11/29 6:12,,,,,
2018/11/29 6:18,,,,,
2018/11/29 6:24,,,,,
2018/11/29 6:30,,,,,
2018/11/29 6:36,,,,,
2018/11/29 6:43,,,,,
2018/11/29 6:49,,,,,
2018/11/29 6:56,,,,,
2018/11/29 7:02,,,,,
2018/11/29 7:09,,,,,
2018/11/29 7:15,,,,,
2018/11/29 7:21,,,,,
2018/11/29 7:28,,,,,
2018/11/29 7:33,,,,,
2018/11/29 7:39,,,,,
2018/11/29 7:45,,,,,
2018/11/29 7:51,,,,,
2018/11/29 7:57,,,,,
2018/11/29 8:03,,,,,
2018/11/29 8:09,,,,,
2018/11/29 8:14,,,,,
2018/11/29 8:20,,,,,
2018/11/29 8:26,,,,,
2018/11/29 8:31,,,,,
2018/11/29 8:37,,,,,
2018/11/29 8:44,,,,,
2018/11/29 8:49,,,,,
2018/11/29 8:56,,,,,
2018/11/29 9:01,,,,,
2018/11/29 9:07,,,,,
2018/11/29 9:12,,,,,
2018/11/29 9:18,,,,,
2018/11/29 9:24,,,,,
2018/11/29 9:30,,,,,
2018/11/29 9:35,,,,,
2018/11/29 9:41,,,,,
2018/11/29 9:47,,,,,
2018/11/29 9:53,,,,,
2018/11/29 10:00,,,,,
2018/11/29 10:06,,,,,
2018/11/29 10:12,,,,,
2018/11/29 10:19,,,,,
2018/11/29 10:25,,,,,
2018/11/29 10:31,,,,,
2018/11/29 10:37,,,,,
2018/11/29 10:43,,,,,
2018/11/29 10:50,,,,,
2018/11/29 10:57,,,,,
2018/11/29 11:02,,,,,
2018/11/29 11:08,,,,,
2018/11/29 11:13,,,,,
2018/11/29 11:20,,,,,
2018/11/29 11:26,,,,,
2018/11/29 11:32,,,,,
2018/11/29 11:39,,,,,
2018/11/29 11:46,,,,,
2018/11/29 11:53,,,,,
2018/11/29 11:59,,,,,
2018/11/29 12:04,,,,,
2018/11/29 12:10,,,,,
2018/11/29 12:16,,,,,
2018/11/29 12:21,,,,,
2018/11/29 12:28,,,,,
2018/11/29 12:34,,,,,
2018/11/29 12:40,,,,,
2018/11/29 12:46,,,,,
2018/11/29 12:52,,,,,
2018/11/29 12:58,,,,,
2018/11/29 13:05,,,,,
