time,data
2018-11-17T16:07:37+08:00,4bf85e1d1f0d
2018-11-17T16:12:42+08:00,43f8401d1a0d
2018-11-17T16:17:44+08:00,45f8401d1a0d
2018-11-17T16:22:46+08:00,48f8511d1f0d
2018-11-17T16:27:51+08:00,4cf8661d160d
2018-11-17T16:32:55+08:00,4df8711d1a0d
2018-11-17T16:37:58+08:00,49f8521d230d
2018-11-17T16:43:02+08:00,47f83d1d1a0d
2018-11-17T16:48:04+08:00,43f8421d230d
2018-11-17T16:53:06+08:00,48f8521d1f0d
2018-11-17T16:58:07+08:00,4ef86b1d160d
2018-11-17T17:03:11+08:00,4cf8711d1e0d
2018-11-17T17:08:16+08:00,80f8861d1a0d
2018-11-17T17:13:21+08:00,00f9e91f1e0d
2018-11-17T17:18:23+08:00,16f93a20270d
2018-11-17T17:23:26+08:00,20f9d11f2a0d
2018-11-17T17:28:31+08:00,26f9691f2a0d
2018-11-17T17:33:32+08:00,1ef9101f2a0d
2018-11-17T17:38:35+08:00,10f9c21e370d
2018-11-17T17:43:36+08:00,0af97c1e3c0d
2018-11-17T17:48:37+08:00,01f9311e2f0d
2018-11-17T17:53:41+08:00,01f9ea1d330d
2018-11-17T17:58:47+08:00,fbf8a41d2a0d
2018-11-17T18:03:48+08:00,f0f8391d2a0d
2018-11-17T18:08:49+08:00,e6f8e31c330d
2018-11-17T18:13:50+08:00,e1f8aa1c2f0d
2018-11-17T18:18:50+08:00,dff8951c370d
2018-11-17T18:23:55+08:00,dff8951c2a0d
2018-11-17T18:29:00+08:00,d6f8751c2a0d
2018-11-17T18:34:04+08:00,cdf83d1c2a0d
2018-11-17T18:39:09+08:00,c6f82d1c2a0d
2018-11-17T18:44:12+08:00,c5f83c1c270d
2018-11-17T18:49:16+08:00,c4f8561c2a0d
2018-11-17T18:54:17+08:00,c2f86c1c2a0d
2018-11-17T18:59:22+08:00,bef8501c2a0d
2018-11-17T19:04:24+08:00,b6f8271c2a0d
2018-11-17T19:09:25+08:00,b4f82a1c270d
2018-11-17T19:14:26+08:00,b1f83e1c2a0d
2018-11-17T19:19:27+08:00,b3f85c1c270d
2018-11-17T19:24:28+08:00,b4f8741c270d
2018-11-17T19:29:31+08:00,b0f8541c270d
2018-11-17T19:34:33+08:00,a8f8311c270d
2018-11-17T19:39:36+08:00,a7f8341c2f0d
2018-11-17T19:44:40+08:00,a8f84c1c270d
2018-11-17T19:49:45+08:00,acf8691c270d
2018-11-17T19:54:46+08:00,acf87c1c270d
2018-11-17T19:59:50+08:00,a7f8591c270d
2018-11-17T20:04:52+08:00,a3f83b1c2a0d
2018-11-17T20:09:55+08:00,a3f83e1c270d
2018-11-17T20:14:59+08:00,a5f8531c270d
2018-11-17T20:19:59+08:00,a8f8701c270d
2018-11-17T20:25:04+08:00,aaf8791c270d
2018-11-17T20:30:09+08:00,a2f8511c270d
2018-11-17T20:35:11+08:00,a0f8361c2a0d
2018-11-17T20:40:15+08:00,a0f83e1c270d
2018-11-17T20:45:18+08:00,a0f8551c270d
2018-11-17T20:50:22+08:00,a4f8751c270d
2018-11-17T20:55:27+08:00,a4f87b1c270d
2018-11-17T21:00:32+08:00,a2f8501c270d
2018-11-17T21:05:33+08:00,9ef8391c230d
2018-11-17T21:10:38+08:00,9ef83f1c270d
2018-11-17T21:15:43+08:00,a2f8591c270d
2018-11-17T21:20:48+08:00,a2f8761c270d
2018-11-17T21:25:50+08:00,a3f8771c270d
2018-11-17T21:30:54+08:00,9df8471c270d
2018-11-17T21:35:55+08:00,9bf8371c270d
2018-11-17T21:40:59+08:00,9bf8421c270d
2018-11-17T21:46:04+08:00,9cf85b1c2a0d
2018-11-17T21:51:09+08:00,a2f8791c270d
2018-11-17T21:56:11+08:00,a5f8711c270d
2018-11-17T22:01:12+08:00,9bf8441c270d
2018-11-17T22:06:14+08:00,9af8321c270d
2018-11-17T22:11:15+08:00,9af83d1c270d
2018-11-17T22:16:19+08:00,9cf8561c270d
2018-11-17T22:21:24+08:00,9ef86b1c270d
2018-11-17T22:26:25+08:00,9cf85e1c270d
2018-11-17T22:31:29+08:00,98f8321c270d
2018-11-17T22:36:31+08:00,97f82c1c270d
2018-11-17T22:41:33+08:00,98f8401c270d
2018-11-17T22:46:36+08:00,9bf85c1c270d
2018-11-17T22:51:37+08:00,9ef8751c270d
2018-11-17T22:56:40+08:00,9ef86a1c270d
2018-11-17T23:01:45+08:00,99f83d1c270d
2018-11-17T23:06:47+08:00,98f8321c1e0d
2018-11-17T23:11:48+08:00,99f8421c270d
2018-11-17T23:16:51+08:00,9bf85c1c270d
2018-11-17T23:21:55+08:00,a0f8741c270d
2018-11-17T23:26:57+08:00,9df8631c270d
2018-11-17T23:31:59+08:00,9af8381c270d
2018-11-17T23:37:01+08:00,98f8321c270d
2018-11-17T23:42:04+08:00,97f8431c270d
2018-11-17T23:47:06+08:00,9bf85e1c1e0d
2018-11-17T23:52:11+08:00,a0f8751c270d
2018-11-17T23:57:15+08:00,9cf8601c270d
2018-11-18T00:02:18+08:00,99f8361c270d
2018-11-18T00:07:21+08:00,98f8321c270d
2018-11-18T00:12:25+08:00,98f8431c270d
2018-11-18T00:17:28+08:00,9cf85d1c270d
2018-11-18T00:22:29+08:00,9ef8751c270d
2018-11-18T00:27:34+08:00,9bf8551c270d
2018-11-18T00:32:36+08:00,97f8321c270d
2018-11-18T00:37:41+08:00,96f82f1c2a0d
2018-11-18T00:42:45+08:00,96f8431c270d
2018-11-18T00:47:46+08:00,9cf85d1c2a0d
2018-11-18T00:52:47+08:00,9df8711c270d
2018-11-18T00:57:48+08:00,9af84d1c270d
2018-11-18T01:02:53+08:00,97f82a1c270d
2018-11-18T01:07:54+08:00,95f82f1c270d
2018-11-18T01:12:57+08:00,99f8441c270d
2018-11-18T01:18:00+08:00,9bf8631c270d
2018-11-18T01:23:04+08:00,9ef8711c270d
2018-11-18T01:28:06+08:00,9af84b1c270d
2018-11-18T01:33:07+08:00,97f82a1c270d
2018-11-18T01:38:09+08:00,94f8321c270d
2018-11-18T01:43:10+08:00,98f8461c270d
2018-11-18T01:48:15+08:00,9ef8641c270d
2018-11-18T01:53:19+08:00,9cf86e1c270d
2018-11-18T01:58:22+08:00,98f8491c270d
2018-11-18T02:03:23+08:00,97f82c1c270d
2018-11-18T02:08:27+08:00,97f8301c270d
2018-11-18T02:13:31+08:00,97f8461c270d
2018-11-18T02:18:33+08:00,9bf8621c270d
2018-11-18T02:23:36+08:00,9cf8611c270d
2018-11-18T02:28:38+08:00,94f8361c270d
2018-11-18T02:33:43+08:00,93f8251c270d
2018-11-18T02:38:44+08:00,94f82f1c270d
2018-11-18T02:43:47+08:00,97f8461c270d
2018-11-18T02:48:50+08:00,98f8661c270d
2018-11-18T02:53:54+08:00,9bf86a1c270d
2018-11-18T02:58:58+08:00,98f83f1c270d
2018-11-18T03:04:02+08:00,96f8281c270d
2018-11-18T03:09:06+08:00,96f8311c270d
2018-11-18T03:14:07+08:00,95f8461c270d
2018-11-18T03:19:12+08:00,9bf8611c270d
2018-11-18T03:24:17+08:00,98f8581c270d
2018-11-18T03:29:17+08:00,93f82c1c270d
2018-11-18T03:34:18+08:00,91f8221c270d
2018-11-18T03:39:19+08:00,92f8321c270d
2018-11-18T03:44:22+08:00,94f84c1c270d
2018-11-18T03:49:23+08:00,9af86b1c270d
