humidity,temp,time
75.24,-19.73,2018-11-17 13:26
75.41,-19.68,2018-11-17 13:31
75.21,-19.72,2018-11-17 13:36
74.95,-19.76,2018-11-17 13:41
74.91,-19.79,2018-11-17 13:46
75.05,-19.74,2018-11-17 13:51
75.27,-19.7,2018-11-17 13:56
75.43,-19.67,2018-11-17 14:01
75.15,-19.71,2018-11-17 14:06
74.85,-19.78,2018-11-17 14:11
74.86,-19.78,2018-11-17 14:16
75.01,-19.76,2018-11-17 14:21
75.22,-19.7,2018-11-17 14:26
75.4,-19.68,2018-11-17 14:31
75.15,-19.73,2018-11-17 14:36
74.9,-19.75,2018-11-17 14:41
74.86,-19.78,2018-11-17 14:46
75.0,-19.76,2018-11-17 14:51
75.23,-19.71,2018-11-17 14:56
75.35,-19.69,2018-11-17 15:02
75.08,-19.74,2018-11-17 15:07
74.83,-19.78,2018-11-17 15:12
74.85,-19.83,2018-11-17 15:17
75.01,-19.78,2018-11-17 15:22
75.24,-19.72,2018-11-17 15:27
75.38,-19.7,2018-11-17 15:32
75.11,-19.75,2018-11-17 15:37
74.83,-19.79,2018-11-17 15:42
74.86,-19.8,2018-11-17 15:47
75.02,-19.75,2018-11-17 15:52
75.28,-19.7,2018-11-17 15:57
75.43,-19.68,2018-11-17 16:02
75.18,-19.72,2018-11-17 16:07
74.88,-19.8,2018-11-17 16:12
74.88,-19.78,2018-11-17 16:17
75.05,-19.75,2018-11-17 16:22
75.26,-19.71,2018-11-17 16:27
75.37,-19.7,2018-11-17 16:32
75.06,-19.74,2018-11-17 16:37
74.85,-19.76,2018-11-17 16:43
74.9,-19.8,2018-11-17 16:48
75.06,-19.75,2018-11-17 16:53
75.31,-19.69,2018-11-17 16:58
75.37,-19.71,2018-11-17 17:03
75.58,-19.19,2018-11-17 17:08
81.69,-17.91,2018-11-17 17:13
82.5,-17.69,2018-11-17 17:18
81.45,-17.59,2018-11-17 17:23
80.41,-17.53,2018-11-17 17:28
79.52,-17.61,2018-11-17 17:33
78.74,-17.75,2018-11-17 17:38
78.04,-17.81,2018-11-17 17:43
77.29,-17.9,2018-11-17 17:48
