ʱ��,�׼�¼,ĩ��¼,�յ���¼,Ӧ�ռ�¼,������
2018/12/16 Сʱ: 6,2018-12-16 06:00:00,2018-12-16 06:59:00,11.0,31.0,0.6451612903225806
2018/12/16 Сʱ: 7,2018-12-16 07:05:00,2018-12-16 07:59:00,10.0,28.0,0.6428571428571428
2018/12/16 Сʱ: 8,2018-12-16 08:05:00,2018-12-16 08:58:00,10.0,28.0,0.6428571428571428
2018/12/16 Сʱ: 9,2018-12-16 09:04:00,2018-12-16 09:59:00,10.0,29.0,0.6551724137931034
2018/12/16 Сʱ: 10,2018-12-16 10:05:00,2018-12-16 10:58:00,10.0,28.0,0.6428571428571428
2018/12/16 Сʱ: 11,2018-12-16 11:03:00,2018-12-16 11:58:00,10.0,29.0,0.6551724137931034
2018/12/16 Сʱ: 12,2018-12-16 12:04:00,2018-12-16 12:55:00,9.0,27.0,0.6666666666666667
2018/12/16 Сʱ: 13,2018-12-16 13:01:00,2018-12-16 13:57:00,10.0,29.0,0.6551724137931034
2018/12/16 Сʱ: 14,2018-12-16 14:03:00,2018-12-16 14:56:00,10.0,28.0,0.6428571428571428
2018/12/16 Сʱ: 15,2018-12-16 15:02:00,2018-12-16 15:55:00,10.0,28.0,0.6428571428571428
2018/12/16 Сʱ: 16,2018-12-16 16:02:00,2018-12-16 16:53:00,10.0,27.0,0.6296296296296297
2018/12/16 Сʱ: 17,2018-12-16 17:00:00,2018-12-16 17:55:00,10.0,29.0,0.6551724137931034
2018/12/16 Сʱ: 18,2018-12-16 18:01:00,2018-12-16 18:58:00,9.0,30.0,0.7
2018/12/16 Сʱ: 19,2018-12-16 19:04:00,2018-12-16 19:59:00,10.0,29.0,0.6551724137931034
2018/12/16 Сʱ: 20,2018-12-16 20:04:00,2018-12-16 20:59:00,10.0,29.0,0.6551724137931034
2018/12/16 Сʱ: 21,2018-12-16 21:04:00,2018-12-16 21:57:00,10.0,28.0,0.6428571428571428
2018/12/16 Сʱ: 22,2018-12-16 22:03:00,2018-12-16 22:56:00,10.0,28.0,0.6428571428571428
2018/12/16 Сʱ: 23,2018-12-16 23:02:00,2018-12-16 23:57:00,9.0,29.0,0.6896551724137931
2018/12/17 Сʱ: 0,2018-12-17 00:02:00,2018-12-17 00:53:00,9.0,27.0,0.6666666666666667
2018/12/17 Сʱ: 1,2018-12-17 01:00:00,2018-12-17 01:53:00,10.0,28.0,0.6428571428571428
2018/12/17 Сʱ: 2,2018-12-17 02:00:00,2018-12-17 02:59:00,11.0,31.0,0.6451612903225806
2018/12/17 Сʱ: 3,2018-12-17 03:05:00,2018-12-17 03:54:00,9.0,26.0,0.6538461538461539
2018/12/17 Сʱ: 4,2018-12-17 04:01:00,2018-12-17 04:54:00,10.0,28.0,0.6428571428571428
2018/12/17 Сʱ: 5,2018-12-17 05:00:00,2018-12-17 05:56:00,11.0,29.0,0.6206896551724138
2018/12/17 Сʱ: 6,2018-12-17 06:02:00,2018-12-17 06:57:00,10.0,29.0,0.6551724137931034
2018/12/17 Сʱ: 7,2018-12-17 07:02:00,2018-12-17 07:57:00,10.0,29.0,0.6551724137931034
2018/12/17 Сʱ: 8,2018-12-17 08:03:00,2018-12-17 08:53:00,9.0,26.0,0.6538461538461539
2018/12/17 Сʱ: 9,2018-12-17 09:00:00,2018-12-17 09:55:00,9.0,29.0,0.6896551724137931
2018/12/17 Сʱ: 10,2018-12-17 10:00:00,2018-12-17 10:56:00,10.0,29.0,0.6551724137931034
2018/12/17 Сʱ: 11,2018-12-17 11:02:00,2018-12-17 11:59:00,10.0,30.0,0.6666666666666667
2018/12/17 Сʱ: 12,2018-12-17 12:05:00,2018-12-17 12:59:00,10.0,28.0,0.6428571428571428
2018/12/17 Сʱ: 13,2018-12-17 13:04:00,2018-12-17 13:59:00,11.0,29.0,0.6206896551724138
2018/12/17 Сʱ: 14,2018-12-17 14:06:00,2018-12-17 14:59:00,10.0,28.0,0.6428571428571428
2018/12/17 Сʱ: 15,2018-12-17 15:06:00,2018-12-17 15:55:00,9.0,26.0,0.6538461538461539
2018/12/17 Сʱ: 16,2018-12-17 16:01:00,2018-12-17 16:57:00,10.0,29.0,0.6551724137931034
2018/12/17 Сʱ: 17,2018-12-17 17:03:00,2018-12-17 17:53:00,9.0,26.0,0.6538461538461539
2018/12/17 Сʱ: 18,2018-12-17 18:00:00,2018-12-17 18:59:00,11.0,31.0,0.6451612903225806
2018/12/17 Сʱ: 19,2018-12-17 19:06:00,2018-12-17 19:59:00,10.0,28.0,0.6428571428571428
2018/12/17 Сʱ: 20,2018-12-17 20:04:00,2018-12-17 20:57:00,10.0,28.0,0.6428571428571428
2018/12/17 Сʱ: 21,2018-12-17 21:03:00,2018-12-17 21:57:00,10.0,28.0,0.6428571428571428
2018/12/17 Сʱ: 22,2018-12-17 22:04:00,2018-12-17 22:56:00,9.0,27.0,0.6666666666666667
2018/12/17 Сʱ: 23,2018-12-17 23:02:00,2018-12-17 23:56:00,10.0,28.0,0.6428571428571428
2018/12/18 Сʱ: 0,2018-12-18 00:01:00,2018-12-18 00:59:00,11.0,30.0,0.6333333333333333
2018/12/18 Сʱ: 1,2018-12-18 01:05:00,2018-12-18 01:51:00,8.0,24.0,0.6666666666666667
2018/12/18 Сʱ: 2,2018-12-18 02:03:00,2018-12-18 02:59:00,10.0,29.0,0.6551724137931034
2018/12/18 Сʱ: 3,2018-12-18 03:04:00,2018-12-18 03:57:00,10.0,28.0,0.6428571428571428
2018/12/18 Сʱ: 4,2018-12-18 04:02:00,2018-12-18 04:56:00,10.0,28.0,0.6428571428571428
2018/12/18 Сʱ: 5,2018-12-18 05:02:00,2018-12-18 05:54:00,10.0,27.0,0.6296296296296297
2018/12/18 Сʱ: 6,2018-12-18 06:01:00,2018-12-18 06:57:00,11.0,29.0,0.6206896551724138
2018/12/18 Сʱ: 7,2018-12-18 07:02:00,2018-12-18 07:55:00,10.0,28.0,0.6428571428571428
2018/12/18 Сʱ: 8,2018-12-18 08:01:00,2018-12-18 08:58:00,10.0,30.0,0.6666666666666667
2018/12/18 Сʱ: 9,2018-12-18 09:05:00,2018-12-18 09:58:00,10.0,28.0,0.6428571428571428
2018/12/18 Сʱ: 10,2018-12-18 10:04:00,2018-12-18 10:56:00,10.0,27.0,0.6296296296296297
2018/12/18 Сʱ: 11,2018-12-18 11:02:00,2018-12-18 11:55:00,10.0,28.0,0.6428571428571428
2018/12/18 Сʱ: 12,2018-12-18 12:01:00,2018-12-18 12:55:00,10.0,28.0,0.6428571428571428
2018/12/18 Сʱ: 13,2018-12-18 13:00:00,2018-12-18 13:55:00,10.0,29.0,0.6551724137931034
2018/12/18 Сʱ: 14,2018-12-18 14:02:00,2018-12-18 14:58:00,10.0,29.0,0.6551724137931034
2018/12/18 Сʱ: 15,2018-12-18 15:05:00,2018-12-18 15:55:00,9.0,26.0,0.6538461538461539
2018/12/18 Сʱ: 16,2018-12-18 16:00:00,2018-12-18 16:57:00,11.0,30.0,0.6333333333333333
2018/12/18 Сʱ: 17,2018-12-18 17:02:00,2018-12-18 17:57:00,10.0,29.0,0.6551724137931034
2018/12/18 Сʱ: 18,2018-12-18 18:03:00,2018-12-18 18:54:00,10.0,27.0,0.6296296296296297
2018/12/18 Сʱ: 19,2018-12-18 19:00:00,2018-12-18 19:55:00,10.0,29.0,0.6551724137931034
2018/12/18 Сʱ: 20,2018-12-18 20:01:00,2018-12-18 20:59:00,11.0,30.0,0.6333333333333333
2018/12/18 Сʱ: 21,2018-12-18 21:05:00,2018-12-18 21:56:00,10.0,27.0,0.6296296296296297
2018/12/18 Сʱ: 22,2018-12-18 22:02:00,2018-12-18 22:57:00,10.0,29.0,0.6551724137931034
2018/12/18 Сʱ: 23,2018-12-18 23:04:00,2018-12-18 23:58:00,10.0,28.0,0.6428571428571428
2018/12/19 Сʱ: 0,2018-12-19 00:04:00,2018-12-19 00:54:00,9.0,26.0,0.6538461538461539
2018/12/19 Сʱ: 1,2018-12-19 01:01:00,2018-12-19 01:56:00,10.0,29.0,0.6551724137931034
2018/12/19 Сʱ: 2,2018-12-19 02:02:00,2018-12-19 02:55:00,10.0,28.0,0.6428571428571428
2018/12/19 Сʱ: 3,2018-12-19 03:01:00,2018-12-19 03:54:00,10.0,28.0,0.6428571428571428
2018/12/19 Сʱ: 4,2018-12-19 04:01:00,2018-12-19 04:58:00,10.0,30.0,0.6666666666666667
2018/12/19 Сʱ: 5,2018-12-19 05:03:00,2018-12-19 05:59:00,10.0,29.0,0.6551724137931034
2018/12/19 Сʱ: 6,2018-12-19 06:05:00,2018-12-19 06:59:00,10.0,28.0,0.6428571428571428
2018/12/19 Сʱ: 7,2018-12-19 07:06:00,2018-12-19 07:55:00,9.0,26.0,0.6538461538461539
2018/12/19 Сʱ: 8,2018-12-19 08:01:00,2018-12-19 08:55:00,10.0,28.0,0.6428571428571428
2018/12/19 Сʱ: 9,2018-12-19 09:01:00,2018-12-19 09:55:00,10.0,28.0,0.6428571428571428
2018/12/19 Сʱ: 10,2018-12-19 10:01:00,2018-12-19 10:56:00,10.0,29.0,0.6551724137931034
2018/12/19 Сʱ: 11,2018-12-19 11:03:00,2018-12-19 11:58:00,10.0,29.0,0.6551724137931034
2018/12/19 Сʱ: 12,2018-12-19 12:05:00,2018-12-19 12:55:00,9.0,26.0,0.6538461538461539
2018/12/19 Сʱ: 13,2018-12-19 13:01:00,2018-12-19 13:59:00,11.0,30.0,0.6333333333333333
2018/12/19 Сʱ: 14,2018-12-19 14:04:00,2018-12-19 14:59:00,10.0,29.0,0.6551724137931034
2018/12/19 Сʱ: 15,2018-12-19 15:04:00,2018-12-19 15:57:00,10.0,28.0,0.6428571428571428
2018/12/19 Сʱ: 16,2018-12-19 16:04:00,2018-12-19 16:54:00,9.0,26.0,0.6538461538461539
2018/12/19 Сʱ: 17,2018-12-19 17:00:00,2018-12-19 17:57:00,10.0,30.0,0.6666666666666667
2018/12/19 Сʱ: 18,2018-12-19 18:03:00,2018-12-19 18:55:00,10.0,27.0,0.6296296296296297
2018/12/19 Сʱ: 19,2018-12-19 19:01:00,2018-12-19 19:59:00,11.0,30.0,0.6333333333333333
2018/12/19 Сʱ: 20,2018-12-19 20:05:00,2018-12-19 20:59:00,10.0,28.0,0.6428571428571428
2018/12/19 Сʱ: 21,2018-12-19 21:05:00,2018-12-19 21:57:00,10.0,27.0,0.6296296296296297
2018/12/19 Сʱ: 22,2018-12-19 22:03:00,2018-12-19 22:59:00,10.0,29.0,0.6551724137931034
2018/12/19 Сʱ: 23,2018-12-19 23:05:00,2018-12-19 23:55:00,9.0,26.0,0.6538461538461539
2018/12/20 Сʱ: 0,2018-12-20 00:00:00,2018-12-20 00:57:00,9.0,30.0,0.7
2018/12/20 Сʱ: 1,2018-12-20 01:03:00,2018-12-20 01:58:00,10.0,29.0,0.6551724137931034
2018/12/20 Сʱ: 2,2018-12-20 02:04:00,2018-12-20 02:55:00,9.0,27.0,0.6666666666666667
2018/12/20 Сʱ: 3,2018-12-20 03:00:00,2018-12-20 03:54:00,10.0,28.0,0.6428571428571428
2018/12/20 Сʱ: 4,2018-12-20 04:00:00,2018-12-20 04:56:00,10.0,29.0,0.6551724137931034
2018/12/20 Сʱ: 5,2018-12-20 05:02:00,2018-12-20 05:57:00,10.0,29.0,0.6551724137931034
2018/12/20 Сʱ: 6,2018-12-20 06:03:00,2018-12-20 06:57:00,10.0,28.0,0.6428571428571428
2018/12/20 Сʱ: 7,2018-12-20 07:03:00,2018-12-20 07:57:00,9.0,28.0,0.6785714285714286
2018/12/20 Сʱ: 8,2018-12-20 08:03:00,2018-12-20 08:57:00,10.0,28.0,0.6428571428571428
2018/12/20 Сʱ: 9,2018-12-20 09:02:00,2018-12-20 09:55:00,10.0,28.0,0.6428571428571428
2018/12/20 Сʱ: 10,2018-12-20 10:00:00,2018-12-20 10:56:00,10.0,29.0,0.6551724137931034
2018/12/20 Сʱ: 11,2018-12-20 11:02:00,2018-12-20 11:54:00,10.0,27.0,0.6296296296296297
2018/12/20 Сʱ: 12,2018-12-20 12:01:00,2018-12-20 12:55:00,10.0,28.0,0.6428571428571428
2018/12/20 Сʱ: 13,2018-12-20 13:00:00,2018-12-20 13:54:00,10.0,28.0,0.6428571428571428
2018/12/20 Сʱ: 14,2018-12-20 14:00:00,2018-12-20 14:59:00,11.0,31.0,0.6451612903225806
2018/12/20 Сʱ: 15,2018-12-20 15:05:00,2018-12-20 15:57:00,9.0,27.0,0.6666666666666667
2018/12/20 Сʱ: 16,2018-12-20 16:03:00,2018-12-20 16:56:00,10.0,28.0,0.6428571428571428
2018/12/20 Сʱ: 17,2018-12-20 17:02:00,2018-12-20 17:55:00,10.0,28.0,0.6428571428571428
2018/12/20 Сʱ: 18,2018-12-20 18:01:00,2018-12-20 18:58:00,11.0,30.0,0.6333333333333333
2018/12/20 Сʱ: 19,2018-12-20 19:03:00,2018-12-20 19:53:00,10.0,26.0,0.6153846153846154
2018/12/20 Сʱ: 20,2018-12-20 20:00:00,2018-12-20 20:58:00,11.0,30.0,0.6333333333333333
2018/12/20 Сʱ: 21,2018-12-20 21:04:00,2018-12-20 21:57:00,10.0,28.0,0.6428571428571428
2018/12/20 Сʱ: 22,2018-12-20 22:02:00,2018-12-20 22:54:00,9.0,27.0,0.6666666666666667
2018/12/20 Сʱ: 23,2018-12-20 23:01:00,2018-12-20 23:59:00,11.0,30.0,0.6333333333333333
2018/12/21 Сʱ: 0,2018-12-21 00:04:00,2018-12-21 00:59:00,10.0,29.0,0.6551724137931034
2018/12/21 Сʱ: 1,2018-12-21 01:06:00,2018-12-21 01:55:00,9.0,26.0,0.6538461538461539
2018/12/21 Сʱ: 2,2018-12-21 02:00:00,2018-12-21 02:54:00,10.0,28.0,0.6428571428571428
2018/12/21 Сʱ: 3,2018-12-21 03:00:00,2018-12-21 03:57:00,10.0,30.0,0.6666666666666667
2018/12/21 Сʱ: 4,2018-12-21 04:03:00,2018-12-21 04:55:00,10.0,27.0,0.6296296296296297
2018/12/21 Сʱ: 5,2018-12-21 05:01:00,2018-12-21 05:55:00,10.0,28.0,0.6428571428571428
2018/12/21 Сʱ: 6,2018-12-21 06:00:00,2018-12-21 06:54:00,10.0,28.0,0.6428571428571428
2018/12/21 Сʱ: 7,2018-12-21 07:01:00,2018-12-21 07:55:00,10.0,28.0,0.6428571428571428
2018/12/21 Сʱ: 8,2018-12-21 08:01:00,2018-12-21 08:58:00,9.0,30.0,0.7
2018/12/21 Сʱ: 9,2018-12-21 09:04:00,2018-12-21 09:59:00,10.0,29.0,0.6551724137931034
2018/12/21 Сʱ: 10,2018-12-21 10:04:00,2018-12-21 10:55:00,9.0,27.0,0.6666666666666667
2018/12/21 Сʱ: 11,2018-12-21 11:00:00,2018-12-21 11:54:00,10.0,28.0,0.6428571428571428
2018/12/21 Сʱ: 12,2018-12-21 12:01:00,2018-12-21 12:57:00,10.0,29.0,0.6551724137931034
2018/12/21 Сʱ: 13,2018-12-21 13:02:00,2018-12-21 13:55:00,10.0,28.0,0.6428571428571428
2018/12/21 Сʱ: 14,2018-12-21 14:01:00,2018-12-21 14:55:00,10.0,28.0,0.6428571428571428
2018/12/21 Сʱ: 15,2018-12-21 15:00:00,2018-12-21 15:58:00,10.0,30.0,0.6666666666666667
2018/12/21 Сʱ: 16,2018-12-21 16:05:00,2018-12-21 16:59:00,10.0,28.0,0.6428571428571428
2018/12/21 Сʱ: 17,2018-12-21 17:05:00,2018-12-21 17:56:00,9.0,27.0,0.6666666666666667
2018/12/21 Сʱ: 18,2018-12-21 18:02:00,2018-12-21 18:59:00,10.0,30.0,0.6666666666666667
2018/12/21 Сʱ: 19,2018-12-21 19:05:00,2018-12-21 19:59:00,10.0,28.0,0.6428571428571428
2018/12/21 Сʱ: 20,2018-12-21 20:05:00,2018-12-21 20:57:00,10.0,27.0,0.6296296296296297
2018/12/21 Сʱ: 21,2018-12-21 21:03:00,2018-12-21 21:58:00,10.0,29.0,0.6551724137931034
2018/12/21 Сʱ: 22,2018-12-21 22:05:00,2018-12-21 22:58:00,10.0,28.0,0.6428571428571428
2018/12/21 Сʱ: 23,2018-12-21 23:04:00,2018-12-21 23:53:00,9.0,26.0,0.6538461538461539
2018/12/22 Сʱ: 0,2018-12-22 00:00:00,2018-12-22 00:58:00,11.0,30.0,0.6333333333333333
2018/12/22 Сʱ: 1,2018-12-22 01:05:00,2018-12-22 01:55:00,9.0,26.0,0.6538461538461539
2018/12/22 Сʱ: 2,2018-12-22 02:01:00,2018-12-22 02:53:00,10.0,27.0,0.6296296296296297
2018/12/22 Сʱ: 3,2018-12-22 03:00:00,2018-12-22 03:58:00,11.0,30.0,0.6333333333333333
2018/12/22 Сʱ: 4,2018-12-22 04:03:00,2018-12-22 04:55:00,10.0,27.0,0.6296296296296297
2018/12/22 Сʱ: 5,2018-12-22 05:01:00,2018-12-22 05:59:00,11.0,30.0,0.6333333333333333
2018/12/22 Сʱ: 6,2018-12-22 06:06:00,2018-12-22 06:55:00,9.0,26.0,0.6538461538461539
2018/12/22 Сʱ: 7,2018-12-22 07:01:00,2018-12-22 07:55:00,10.0,28.0,0.6428571428571428
2018/12/22 Сʱ: 8,2018-12-22 08:02:00,2018-12-22 08:55:00,10.0,28.0,0.6428571428571428
2018/12/22 Сʱ: 9,2018-12-22 09:00:00,2018-12-22 09:59:00,11.0,31.0,0.6451612903225806
2018/12/22 Сʱ: 10,2018-12-22 10:05:00,2018-12-22 10:56:00,9.0,27.0,0.6666666666666667
2018/12/22 Сʱ: 11,2018-12-22 11:01:00,2018-12-22 11:56:00,10.0,29.0,0.6551724137931034
2018/12/22 Сʱ: 12,2018-12-22 12:01:00,2018-12-22 12:57:00,10.0,29.0,0.6551724137931034
2018/12/22 Сʱ: 13,2018-12-22 13:03:00,2018-12-22 13:57:00,10.0,28.0,0.6428571428571428
2018/12/22 Сʱ: 14,2018-12-22 14:03:00,2018-12-22 14:57:00,10.0,28.0,0.6428571428571428
2018/12/22 Сʱ: 15,2018-12-22 15:03:00,2018-12-22 15:53:00,9.0,26.0,0.6538461538461539
2018/12/22 Сʱ: 16,2018-12-22 16:00:00,2018-12-22 16:54:00,10.0,28.0,0.6428571428571428
2018/12/22 Сʱ: 17,2018-12-22 17:01:00,2018-12-22 17:56:00,10.0,29.0,0.6551724137931034
2018/12/22 Сʱ: 18,2018-12-22 18:03:00,2018-12-22 18:58:00,10.0,29.0,0.6551724137931034
2018/12/22 Сʱ: 19,2018-12-22 19:04:00,2018-12-22 19:53:00,9.0,26.0,0.6538461538461539
2018/12/22 Сʱ: 20,2018-12-22 20:00:00,2018-12-22 20:54:00,10.0,28.0,0.6428571428571428
2018/12/22 Сʱ: 21,2018-12-22 21:00:00,2018-12-22 21:53:00,10.0,28.0,0.6428571428571428
2018/12/22 Сʱ: 22,2018-12-22 22:00:00,2018-12-22 22:55:00,10.0,29.0,0.6551724137931034
2018/12/22 Сʱ: 23,2018-12-22 23:02:00,2018-12-22 23:55:00,10.0,28.0,0.6428571428571428
2018/12/23 Сʱ: 0,2018-12-23 00:00:00,2018-12-23 00:54:00,10.0,28.0,0.6428571428571428
2018/12/23 Сʱ: 1,2018-12-23 01:00:00,2018-12-23 01:56:00,11.0,29.0,0.6206896551724138
2018/12/23 Сʱ: 2,2018-12-23 02:02:00,2018-12-23 02:53:00,10.0,27.0,0.6296296296296297
2018/12/23 Сʱ: 3,2018-12-23 03:00:00,2018-12-23 03:54:00,10.0,28.0,0.6428571428571428
2018/12/23 Сʱ: 4,2018-12-23 04:01:00,2018-12-23 04:59:00,11.0,30.0,0.6333333333333333
2018/12/23 Сʱ: 5,2018-12-23 05:05:00,2018-12-23 05:55:00,9.0,26.0,0.6538461538461539
2018/12/23 Сʱ: 6,2018-12-23 06:00:00,2018-12-23 06:56:00,9.0,29.0,0.6896551724137931
2018/12/23 Сʱ: 7,2018-12-23 07:02:00,2018-12-23 07:57:00,10.0,29.0,0.6551724137931034
2018/12/23 Сʱ: 8,2018-12-23 08:02:00,2018-12-23 08:58:00,10.0,29.0,0.6551724137931034
2018/12/23 Сʱ: 9,2018-12-23 09:05:00,2018-12-23 09:55:00,9.0,26.0,0.6538461538461539
2018/12/23 Сʱ: 10,2018-12-23 10:01:00,2018-12-23 10:59:00,11.0,30.0,0.6333333333333333
2018/12/23 Сʱ: 11,2018-12-23 11:06:00,2018-12-23 11:59:00,10.0,28.0,0.6428571428571428
2018/12/23 Сʱ: 12,2018-12-23 12:05:00,2018-12-23 12:55:00,9.0,26.0,0.6538461538461539
2018/12/23 Сʱ: 13,2018-12-23 13:01:00,2018-12-23 13:59:00,10.0,30.0,0.6666666666666667
2018/12/23 Сʱ: 14,2018-12-23 14:05:00,2018-12-23 14:59:00,10.0,28.0,0.6428571428571428
2018/12/23 Сʱ: 15,2018-12-23 15:06:00,2018-12-23 15:57:00,9.0,27.0,0.6666666666666667
2018/12/23 Сʱ: 16,2018-12-23 16:02:00,2018-12-23 16:58:00,10.0,29.0,0.6551724137931034
2018/12/23 Сʱ: 17,2018-12-23 17:03:00,2018-12-23 17:58:00,10.0,29.0,0.6551724137931034
2018/12/23 Сʱ: 18,2018-12-23 18:05:00,2018-12-23 18:57:00,10.0,27.0,0.6296296296296297
2018/12/23 Сʱ: 19,2018-12-23 19:02:00,2018-12-23 19:56:00,10.0,28.0,0.6428571428571428
