ʱ��,�׼�¼,ĩ��¼,�յ���¼,Ӧ�ռ�¼,������
2018/12/19 Сʱ: 8,2018-12-19 08:00:00,2018-12-19 08:56:00,12.0,29.0,0.5862068965517242
2018/12/19 Сʱ: 9,2018-12-19 09:01:00,2018-12-19 09:56:00,12.0,29.0,0.5862068965517242
2018/12/19 Сʱ: 10,2018-12-19 10:01:00,2018-12-19 10:57:00,12.0,29.0,0.5862068965517242
2018/12/19 Сʱ: 11,2018-12-19 11:02:00,2018-12-19 11:57:00,12.0,29.0,0.5862068965517242
2018/12/19 Сʱ: 12,2018-12-19 12:02:00,2018-12-19 12:58:00,12.0,29.0,0.5862068965517242
2018/12/19 Сʱ: 13,2018-12-19 13:03:00,2018-12-19 13:59:00,12.0,29.0,0.5862068965517242
2018/12/19 Сʱ: 14,2018-12-19 14:04:00,2018-12-19 14:59:00,12.0,29.0,0.5862068965517242
2018/12/19 Сʱ: 15,2018-12-19 15:04:00,2018-12-19 15:55:00,11.0,27.0,0.5925925925925926
2018/12/19 Сʱ: 16,2018-12-19 16:00:00,2018-12-19 16:55:00,12.0,29.0,0.5862068965517242
2018/12/19 Сʱ: 17,2018-12-19 17:00:00,2018-12-19 17:56:00,12.0,29.0,0.5862068965517242
2018/12/19 Сʱ: 18,2018-12-19 18:01:00,2018-12-19 18:56:00,12.0,29.0,0.5862068965517242
2018/12/19 Сʱ: 19,2018-12-19 19:01:00,2018-12-19 19:57:00,12.0,29.0,0.5862068965517242
2018/12/19 Сʱ: 20,2018-12-19 20:02:00,2018-12-19 20:57:00,12.0,29.0,0.5862068965517242
2018/12/19 Сʱ: 21,2018-12-19 21:02:00,2018-12-19 21:58:00,12.0,29.0,0.5862068965517242
2018/12/19 Сʱ: 22,2018-12-19 22:03:00,2018-12-19 22:58:00,12.0,29.0,0.5862068965517242
2018/12/19 Сʱ: 23,2018-12-19 23:03:00,2018-12-19 23:59:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 0,2018-12-20 00:04:00,2018-12-20 00:59:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 1,2018-12-20 01:04:00,2018-12-20 01:55:00,11.0,27.0,0.5925925925925926
2018/12/20 Сʱ: 2,2018-12-20 02:00:00,2018-12-20 02:55:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 3,2018-12-20 03:01:00,2018-12-20 03:56:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 4,2018-12-20 04:01:00,2018-12-20 04:57:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 5,2018-12-20 05:02:00,2018-12-20 05:57:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 6,2018-12-20 06:02:00,2018-12-20 06:58:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 7,2018-12-20 07:03:00,2018-12-20 07:58:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 8,2018-12-20 08:03:00,2018-12-20 08:59:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 9,2018-12-20 09:04:00,2018-12-20 09:59:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 10,2018-12-20 10:04:00,2018-12-20 10:55:00,10.0,27.0,0.6296296296296297
2018/12/20 Сʱ: 11,2018-12-20 11:00:00,2018-12-20 11:55:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 12,2018-12-20 12:00:00,2018-12-20 12:56:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 13,2018-12-20 13:01:00,2018-12-20 13:56:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 14,2018-12-20 14:01:00,2018-12-20 14:57:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 15,2018-12-20 15:02:00,2018-12-20 15:58:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 16,2018-12-20 16:03:00,2018-12-20 16:58:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 17,2018-12-20 17:03:00,2018-12-20 17:59:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 18,2018-12-20 18:04:00,2018-12-20 18:59:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 19,2018-12-20 19:04:00,2018-12-20 19:55:00,11.0,27.0,0.5925925925925926
2018/12/20 Сʱ: 20,2018-12-20 20:00:00,2018-12-20 20:55:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 21,2018-12-20 21:00:00,2018-12-20 21:56:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 22,2018-12-20 22:01:00,2018-12-20 22:57:00,12.0,29.0,0.5862068965517242
2018/12/20 Сʱ: 23,2018-12-20 23:02:00,2018-12-20 23:57:00,12.0,29.0,0.5862068965517242
2018/12/21 Сʱ: 0,2018-12-21 00:02:00,2018-12-21 00:58:00,12.0,29.0,0.5862068965517242
2018/12/21 Сʱ: 1,2018-12-21 01:03:00,2018-12-21 01:58:00,12.0,29.0,0.5862068965517242
2018/12/21 Сʱ: 2,2018-12-21 02:03:00,2018-12-21 02:59:00,12.0,29.0,0.5862068965517242
2018/12/21 Сʱ: 3,2018-12-21 03:04:00,2018-12-21 03:59:00,12.0,29.0,0.5862068965517242
2018/12/21 Сʱ: 4,2018-12-21 04:04:00,2018-12-21 04:55:00,10.0,27.0,0.6296296296296297
2018/12/21 Сʱ: 5,2018-12-21 05:00:00,2018-12-21 05:55:00,12.0,29.0,0.5862068965517242
2018/12/21 Сʱ: 6,2018-12-21 06:01:00,2018-12-21 06:56:00,12.0,29.0,0.5862068965517242
2018/12/21 Сʱ: 7,2018-12-21 07:01:00,2018-12-21 07:57:00,12.0,29.0,0.5862068965517242
2018/12/21 Сʱ: 9,2018-12-21 09:28:00,2018-12-21 09:58:00,7.0,16.0,0.5625
2018/12/21 Сʱ: 10,2018-12-21 10:03:00,2018-12-21 10:58:00,12.0,29.0,0.5862068965517242
2018/12/21 Сʱ: 11,2018-12-21 11:03:00,2018-12-21 11:59:00,12.0,29.0,0.5862068965517242
2018/12/21 Сʱ: 12,2018-12-21 12:04:00,2018-12-21 12:59:00,12.0,29.0,0.5862068965517242
2018/12/21 Сʱ: 13,2018-12-21 13:04:00,2018-12-21 13:55:00,11.0,27.0,0.5925925925925926
2018/12/21 Сʱ: 14,2018-12-21 14:00:00,2018-12-21 14:55:00,12.0,29.0,0.5862068965517242
2018/12/21 Сʱ: 15,2018-12-21 15:00:00,2018-12-21 15:56:00,12.0,29.0,0.5862068965517242
2018/12/21 Сʱ: 16,2018-12-21 16:01:00,2018-12-21 16:57:00,12.0,29.0,0.5862068965517242
2018/12/21 Сʱ: 17,2018-12-21 17:02:00,2018-12-21 17:57:00,12.0,29.0,0.5862068965517242
2018/12/21 Сʱ: 18,2018-12-21 18:02:00,2018-12-21 18:58:00,12.0,29.0,0.5862068965517242
2018/12/21 Сʱ: 19,2018-12-21 19:03:00,2018-12-21 19:58:00,12.0,29.0,0.5862068965517242
2018/12/21 Сʱ: 20,2018-12-21 20:04:00,2018-12-21 20:59:00,12.0,29.0,0.5862068965517242
2018/12/21 Сʱ: 21,2018-12-21 21:04:00,2018-12-21 21:55:00,11.0,27.0,0.5925925925925926
2018/12/21 Сʱ: 22,2018-12-21 22:00:00,2018-12-21 22:55:00,12.0,29.0,0.5862068965517242
2018/12/21 Сʱ: 23,2018-12-21 23:00:00,2018-12-21 23:56:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 0,2018-12-22 00:01:00,2018-12-22 00:56:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 1,2018-12-22 01:01:00,2018-12-22 01:57:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 2,2018-12-22 02:02:00,2018-12-22 02:57:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 3,2018-12-22 03:02:00,2018-12-22 03:58:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 4,2018-12-22 04:03:00,2018-12-22 04:58:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 5,2018-12-22 05:03:00,2018-12-22 05:59:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 6,2018-12-22 06:04:00,2018-12-22 06:54:00,11.0,26.0,0.5769230769230769
2018/12/22 Сʱ: 7,2018-12-22 07:00:00,2018-12-22 07:55:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 8,2018-12-22 08:00:00,2018-12-22 08:56:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 9,2018-12-22 09:01:00,2018-12-22 09:56:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 10,2018-12-22 10:01:00,2018-12-22 10:57:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 11,2018-12-22 11:02:00,2018-12-22 11:57:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 12,2018-12-22 12:02:00,2018-12-22 12:58:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 13,2018-12-22 13:03:00,2018-12-22 13:58:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 14,2018-12-22 14:03:00,2018-12-22 14:59:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 15,2018-12-22 15:04:00,2018-12-22 15:59:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 16,2018-12-22 16:04:00,2018-12-22 16:55:00,11.0,27.0,0.5925925925925926
2018/12/22 Сʱ: 17,2018-12-22 17:00:00,2018-12-22 17:55:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 18,2018-12-22 18:00:00,2018-12-22 18:56:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 19,2018-12-22 19:01:00,2018-12-22 19:56:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 20,2018-12-22 20:02:00,2018-12-22 20:57:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 21,2018-12-22 21:02:00,2018-12-22 21:58:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 22,2018-12-22 22:03:00,2018-12-22 22:58:00,12.0,29.0,0.5862068965517242
2018/12/22 Сʱ: 23,2018-12-22 23:03:00,2018-12-22 23:59:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 0,2018-12-23 00:04:00,2018-12-23 00:59:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 1,2018-12-23 01:04:00,2018-12-23 01:55:00,11.0,27.0,0.5925925925925926
2018/12/23 Сʱ: 2,2018-12-23 02:00:00,2018-12-23 02:55:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 3,2018-12-23 03:00:00,2018-12-23 03:56:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 4,2018-12-23 04:01:00,2018-12-23 04:57:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 5,2018-12-23 05:02:00,2018-12-23 05:57:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 6,2018-12-23 06:02:00,2018-12-23 06:58:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 7,2018-12-23 07:03:00,2018-12-23 07:58:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 8,2018-12-23 08:03:00,2018-12-23 08:59:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 9,2018-12-23 09:04:00,2018-12-23 09:59:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 10,2018-12-23 10:04:00,2018-12-23 10:55:00,11.0,27.0,0.5925925925925926
2018/12/23 Сʱ: 11,2018-12-23 11:00:00,2018-12-23 11:56:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 12,2018-12-23 12:01:00,2018-12-23 12:56:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 13,2018-12-23 13:01:00,2018-12-23 13:56:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 14,2018-12-23 14:01:00,2018-12-23 14:57:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 15,2018-12-23 15:02:00,2018-12-23 15:58:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 16,2018-12-23 16:03:00,2018-12-23 16:58:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 17,2018-12-23 17:03:00,2018-12-23 17:59:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 18,2018-12-23 18:04:00,2018-12-23 18:59:00,12.0,29.0,0.5862068965517242
2018/12/23 Сʱ: 19,2018-12-23 19:04:00,2018-12-23 19:55:00,11.0,27.0,0.5925925925925926
