ʱ��,�׼�¼,ĩ��¼,�յ���¼,Ӧ�ռ�¼,������
2018/12/23 Сʱ: 13,2018-12-23 13:03:00,2018-12-23 13:57:00,10.0,28.0,0.6428571428571428
2018/12/23 Сʱ: 14,2018-12-23 14:03:00,2018-12-23 14:58:00,10.0,29.0,0.6551724137931034
2018/12/23 Сʱ: 15,2018-12-23 15:04:00,2018-12-23 15:59:00,10.0,29.0,0.6551724137931034
2018/12/23 Сʱ: 16,2018-12-23 16:06:00,2018-12-23 16:59:00,10.0,28.0,0.6428571428571428
2018/12/23 Сʱ: 17,2018-12-23 17:06:00,2018-12-23 17:56:00,9.0,26.0,0.6538461538461539
2018/12/23 Сʱ: 18,2018-12-23 18:01:00,2018-12-23 18:54:00,10.0,28.0,0.6428571428571428
2018/12/23 Сʱ: 19,2018-12-23 19:00:00,2018-12-23 19:55:00,10.0,29.0,0.6551724137931034
2018/12/23 Сʱ: 20,2018-12-23 20:02:00,2018-12-23 20:58:00,10.0,29.0,0.6551724137931034
2018/12/23 Сʱ: 21,2018-12-23 21:03:00,2018-12-23 21:56:00,10.0,28.0,0.6428571428571428
2018/12/23 Сʱ: 22,2018-12-23 22:01:00,2018-12-23 22:56:00,10.0,29.0,0.6551724137931034
2018/12/23 Сʱ: 23,2018-12-23 23:02:00,2018-12-23 23:56:00,10.0,28.0,0.6428571428571428
2018/12/24 Сʱ: 0,2018-12-24 00:02:00,2018-12-24 00:57:00,10.0,29.0,0.6551724137931034
2018/12/24 Сʱ: 1,2018-12-24 01:02:00,2018-12-24 01:59:00,10.0,30.0,0.6666666666666667
2018/12/24 Сʱ: 2,2018-12-24 02:05:00,2018-12-24 02:55:00,9.0,26.0,0.6538461538461539
2018/12/24 Сʱ: 3,2018-12-24 03:01:00,2018-12-24 03:54:00,10.0,28.0,0.6428571428571428
2018/12/24 Сʱ: 4,2018-12-24 04:00:00,2018-12-24 04:59:00,10.0,31.0,0.6774193548387097
2018/12/24 Сʱ: 5,2018-12-24 05:05:00,2018-12-24 05:58:00,10.0,28.0,0.6428571428571428
2018/12/24 Сʱ: 6,2018-12-24 06:04:00,2018-12-24 06:58:00,10.0,28.0,0.6428571428571428
2018/12/24 Сʱ: 7,2018-12-24 07:03:00,2018-12-24 07:55:00,10.0,27.0,0.6296296296296297
2018/12/24 Сʱ: 8,2018-12-24 08:01:00,2018-12-24 08:55:00,10.0,28.0,0.6428571428571428
2018/12/24 Сʱ: 9,2018-12-24 09:01:00,2018-12-24 09:57:00,10.0,29.0,0.6551724137931034
2018/12/24 Сʱ: 10,2018-12-24 10:04:00,2018-12-24 10:57:00,10.0,28.0,0.6428571428571428
2018/12/24 Сʱ: 11,2018-12-24 11:03:00,2018-12-24 11:58:00,10.0,29.0,0.6551724137931034
2018/12/24 Сʱ: 12,2018-12-24 12:05:00,2018-12-24 12:56:00,9.0,27.0,0.6666666666666667
2018/12/24 Сʱ: 13,2018-12-24 13:02:00,2018-12-24 13:56:00,10.0,28.0,0.6428571428571428
2018/12/24 Сʱ: 14,2018-12-24 14:02:00,2018-12-24 14:54:00,9.0,27.0,0.6666666666666667
2018/12/24 Сʱ: 15,2018-12-24 15:01:00,2018-12-24 15:58:00,10.0,30.0,0.6666666666666667
2018/12/24 Сʱ: 16,2018-12-24 16:04:00,2018-12-24 16:57:00,10.0,28.0,0.6428571428571428
2018/12/24 Сʱ: 17,2018-12-24 17:02:00,2018-12-24 17:54:00,10.0,27.0,0.6296296296296297
2018/12/24 Сʱ: 18,2018-12-24 18:00:00,2018-12-24 18:55:00,10.0,29.0,0.6551724137931034
2018/12/24 Сʱ: 19,2018-12-24 19:02:00,2018-12-24 19:56:00,9.0,28.0,0.6785714285714286
2018/12/24 Сʱ: 20,2018-12-24 20:02:00,2018-12-24 20:58:00,10.0,29.0,0.6551724137931034
2018/12/24 Сʱ: 21,2018-12-24 21:04:00,2018-12-24 21:58:00,10.0,28.0,0.6428571428571428
2018/12/24 Сʱ: 22,2018-12-24 22:05:00,2018-12-24 22:55:00,9.0,26.0,0.6538461538461539
2018/12/24 Сʱ: 23,2018-12-24 23:02:00,2018-12-24 23:56:00,10.0,28.0,0.6428571428571428
2018/12/25 Сʱ: 0,2018-12-25 00:03:00,2018-12-25 00:59:00,11.0,29.0,0.6206896551724138
2018/12/25 Сʱ: 1,2018-12-25 01:05:00,2018-12-25 01:54:00,9.0,26.0,0.6538461538461539
2018/12/25 Сʱ: 2,2018-12-25 02:01:00,2018-12-25 02:55:00,10.0,28.0,0.6428571428571428
2018/12/25 Сʱ: 3,2018-12-25 03:02:00,2018-12-25 03:59:00,11.0,30.0,0.6333333333333333
2018/12/25 Сʱ: 4,2018-12-25 04:04:00,2018-12-25 04:59:00,10.0,29.0,0.6551724137931034
2018/12/25 Сʱ: 5,2018-12-25 05:06:00,2018-12-25 05:59:00,10.0,28.0,0.6428571428571428
2018/12/25 Сʱ: 6,2018-12-25 06:06:00,2018-12-25 06:58:00,10.0,27.0,0.6296296296296297
2018/12/25 Сʱ: 7,2018-12-25 07:04:00,2018-12-25 07:55:00,9.0,27.0,0.6666666666666667
2018/12/25 Сʱ: 8,2018-12-25 08:01:00,2018-12-25 08:56:00,10.0,29.0,0.6551724137931034
2018/12/25 Сʱ: 9,2018-12-25 09:02:00,2018-12-25 09:58:00,10.0,29.0,0.6551724137931034
2018/12/25 Сʱ: 10,2018-12-25 10:03:00,2018-12-25 10:59:00,10.0,29.0,0.6551724137931034
2018/12/25 Сʱ: 11,2018-12-25 11:04:00,2018-12-25 11:58:00,10.0,28.0,0.6428571428571428
2018/12/25 Сʱ: 12,2018-12-25 12:03:00,2018-12-25 12:58:00,10.0,29.0,0.6551724137931034
2018/12/25 Сʱ: 13,2018-12-25 13:04:00,2018-12-25 13:53:00,9.0,26.0,0.6538461538461539
2018/12/25 Сʱ: 14,2018-12-25 14:00:00,2018-12-25 14:54:00,10.0,28.0,0.6428571428571428
2018/12/25 Сʱ: 15,2018-12-25 15:01:00,2018-12-25 15:55:00,10.0,28.0,0.6428571428571428
2018/12/25 Сʱ: 16,2018-12-25 16:00:00,2018-12-25 16:55:00,10.0,29.0,0.6551724137931034
2018/12/25 Сʱ: 17,2018-12-25 17:01:00,2018-12-25 17:55:00,10.0,28.0,0.6428571428571428
2018/12/25 Сʱ: 18,2018-12-25 18:01:00,2018-12-25 18:56:00,10.0,29.0,0.6551724137931034
2018/12/25 Сʱ: 19,2018-12-25 19:02:00,2018-12-25 19:55:00,10.0,28.0,0.6428571428571428
2018/12/25 Сʱ: 20,2018-12-25 20:01:00,2018-12-25 20:53:00,10.0,27.0,0.6296296296296297
2018/12/25 Сʱ: 21,2018-12-25 21:00:00,2018-12-25 21:59:00,11.0,31.0,0.6451612903225806
2018/12/25 Сʱ: 22,2018-12-25 22:05:00,2018-12-25 22:54:00,9.0,26.0,0.6538461538461539
2018/12/25 Сʱ: 23,2018-12-25 23:01:00,2018-12-25 23:57:00,10.0,29.0,0.6551724137931034
2018/12/26 Сʱ: 0,2018-12-26 00:03:00,2018-12-26 00:56:00,10.0,28.0,0.6428571428571428
2018/12/26 Сʱ: 1,2018-12-26 01:03:00,2018-12-26 01:57:00,10.0,28.0,0.6428571428571428
2018/12/26 Сʱ: 2,2018-12-26 02:03:00,2018-12-26 02:55:00,10.0,27.0,0.6296296296296297
2018/12/26 Сʱ: 3,2018-12-26 03:02:00,2018-12-26 03:57:00,10.0,29.0,0.6551724137931034
2018/12/26 Сʱ: 4,2018-12-26 04:03:00,2018-12-26 04:55:00,10.0,27.0,0.6296296296296297
2018/12/26 Сʱ: 5,2018-12-26 05:01:00,2018-12-26 05:40:00,7.0,21.0,0.6666666666666667
