time,temp,humidity
2018/12/15 6:35,-20.3,0.69 
2018/12/15 6:41,-20.4,0.68 
2018/12/15 6:48,-20.1,0.74 
2018/12/15 6:54,-20.3,0.66 
2018/12/15 7:00,-20.3,0.71 
2018/12/15 7:05,-20.1,0.74 
2018/12/15 7:11,-20.3,0.67 
2018/12/15 7:16,-20.3,0.71 
2018/12/15 7:22,-20.2,0.73 
2018/12/15 7:28,-20.3,0.67 
2018/12/15 7:35,-20.2,0.73 
2018/12/15 7:40,-20.3,0.67 
2018/12/15 7:45,-20.3,0.69 
2018/12/15 7:52,-20.1,0.73 
2018/12/15 7:58,-20.3,0.67 
2018/12/15 8:04,-20.3,0.70 
2018/12/15 8:11,-20.1,0.73 
2018/12/15 8:16,-20.3,0.67 
2018/12/15 8:21,-20.2,0.72 
2018/12/15 8:28,-20.2,0.71 
2018/12/15 8:33,-20.3,0.68 
2018/12/15 8:38,-20.2,0.73 
2018/12/15 8:44,-20.3,0.69 
2018/12/15 8:49,-20.3,0.69 
2018/12/15 8:56,-20.1,0.73 
2018/12/15 9:02,-20.3,0.66 
2018/12/15 9:09,-20.3,0.70 
2018/12/15 9:15,-20.2,0.73 
2018/12/15 9:21,-20.3,0.67 
2018/12/15 9:26,-20.2,0.72 
2018/12/15 9:32,-20.2,0.71 
2018/12/15 9:39,-20.3,0.68 
2018/12/15 9:45,-20.1,0.74 
2018/12/15 9:50,-20.3,0.67 
2018/12/15 9:57,-20.3,0.70 
2018/12/15 10:02,-20.1,0.73 
2018/12/15 10:09,-20.4,0.66 
2018/12/15 10:15,-20.2,0.72 
2018/12/15 10:21,-20.3,0.68 
2018/12/15 10:28,-20.3,0.69 
2018/12/15 10:34,-20.1,0.74 
2018/12/15 10:40,-20.3,0.66 
2018/12/15 10:47,-20.3,0.71 
2018/12/15 10:52,-20.3,0.69 
2018/12/15 10:59,-20.4,0.68 
2018/12/15 11:05,-20.1,0.74 
2018/12/15 11:12,-20.3,0.67 
2018/12/15 11:18,-20.3,0.71 
2018/12/15 11:24,-20.3,0.69 
2018/12/15 11:29,-20.4,0.68 
2018/12/15 11:35,-20.2,0.73 
2018/12/15 11:41,-20.3,0.67 
2018/12/15 11:48,-20.3,0.69 
2018/12/15 11:53,-20.1,0.74 
2018/12/15 12:00,-20.3,0.66 
2018/12/15 12:06,-20.3,0.71 
2018/12/15 12:12,-20.3,0.69 
2018/12/15 12:18,-20.4,0.68 
2018/12/15 12:24,-20.1,0.74 
2018/12/15 12:30,-20.3,0.66 
2018/12/15 12:35,-20.3,0.70 
2018/12/15 12:41,-20.1,0.74 
2018/12/15 12:46,-20.3,0.66 
2018/12/15 12:52,-20.3,0.70 
2018/12/15 12:58,-20.1,0.74 
2018/12/15 13:04,-20.3,0.66 
2018/12/15 13:09,-20.2,0.71 
2018/12/15 13:15,-20.1,0.73 
2018/12/15 13:21,-20.3,0.67 
2018/12/15 13:27,-20.2,0.72 
2018/12/15 13:33,-20.3,0.68 
2018/12/15 13:38,-20.3,0.68 
2018/12/15 13:45,-20.1,0.73 
2018/12/15 13:51,-20.3,0.66 
2018/12/15 13:56,-20.3,0.70 
2018/12/15 14:01,-20.1,0.74 
2018/12/15 14:06,-20.3,0.66 
2018/12/15 14:13,-20.3,0.70 
2018/12/15 14:20,-20.1,0.73 
2018/12/15 14:26,-20.3,0.68 
2018/12/15 14:33,-20.1,0.74 
2018/12/15 14:40,-20.3,0.66 
2018/12/15 14:46,-20.2,0.71 
2018/12/15 14:52,-20.2,0.71 
2018/12/15 14:58,-20.3,0.68 
2018/12/15 15:04,-20.1,0.74 
2018/12/15 15:10,-20.3,0.67 
2018/12/15 15:16,-20.3,0.69 
2018/12/15 15:22,-20.1,0.74 
2018/12/15 15:28,-20.3,0.66 
2018/12/15 15:35,-20.2,0.72 
2018/12/15 15:40,-20.3,0.68 
2018/12/15 15:47,-20.3,0.68 
2018/12/15 15:52,-20.1,0.74 
2018/12/15 15:59,-20.3,0.66 
2018/12/15 16:06,-20.2,0.71 
2018/12/15 16:11,-20.3,0.69 
2018/12/15 16:16,-20.3,0.68 
2018/12/15 16:22,-20.1,0.73 
2018/12/15 16:29,-20.2,0.69 
2018/12/15 16:36,-20.3,0.69 
2018/12/15 16:41,-20.1,0.73 
2018/12/15 16:47,-20.3,0.66 
2018/12/15 16:53,-20.2,0.72 
2018/12/15 16:59,-20.2,0.69 
2018/12/15 17:06,-20.3,0.69 
2018/12/15 17:12,-20.1,0.74 
2018/12/15 17:19,-20.3,0.66 
2018/12/15 17:24,-20.2,0.72 
2018/12/15 17:31,-20.2,0.70 
2018/12/15 17:37,-20.3,0.68 
2018/12/15 17:43,-20.1,0.74 
2018/12/15 17:50,-20.3,0.66 
2018/12/15 17:55,-20.2,0.71 
2018/12/15 18:01,-20.2,0.72 
2018/12/15 18:06,-20.3,0.67 
2018/12/15 18:13,-20.1,0.72 
2018/12/15 18:19,-20.3,0.67 
2018/12/15 18:25,-20.3,0.69 
2018/12/15 18:31,-20.1,0.74 
2018/12/15 18:37,-20.3,0.66 
2018/12/15 18:44,-20.2,0.72 
2018/12/15 18:50,-20.2,0.69 
2018/12/15 18:55,-20.3,0.68 
2018/12/15 19:01,-20.1,0.73 
2018/12/15 19:07,-20.3,0.67 
2018/12/15 19:13,-20.3,0.69 
2018/12/15 19:19,-20.1,0.74 
2018/12/15 19:25,-20.3,0.66 
2018/12/15 19:30,-20.2,0.71 
2018/12/15 19:36,-20.1,0.72 
